,datetime,UPPER_KLAMATH_LAKE_AT_ROCKY_POINT__OR.
1925,2016-04-09,4143.02
1926,2016-04-10,4143.04
1927,2016-04-11,4143.09
1928,2016-04-12,4143.07
1929,2016-04-13,4143.14
1930,2016-04-14,4143.17
1931,2016-04-15,4143.19
1932,2016-04-16,4143.23
1933,2016-04-17,4143.24
1934,2016-04-18,4143.25
1935,2016-04-19,4143.23
1936,2016-04-20,4143.24
1937,2016-04-21,4143.24
1938,2016-04-22,4143.22
1939,2016-04-23,4143.13
1940,2016-04-24,4143.12
1941,2016-04-25,4143.12
1942,2016-04-26,4143.14
1943,2016-04-27,4143.14
1944,2016-04-28,4143.11
1945,2016-04-29,4143.04
1946,2016-04-30,4143.1
1947,2016-05-01,4143.08
1948,2016-05-02,4143.06
1949,2016-05-03,4143.06
1950,2016-05-04,4143.05
1951,2016-05-05,4143.04
1952,2016-05-06,4143.03
1953,2016-05-07,4143.0
1954,2016-05-08,4142.93
1955,2016-05-09,4142.95
1956,2016-05-10,4142.97
1957,2016-05-11,4142.95
1958,2016-05-12,4142.94
1959,2016-05-13,4142.92
1960,2016-05-14,4142.81
1961,2016-05-15,4142.82
1962,2016-05-16,4142.83
1963,2016-05-17,4142.82
1964,2016-05-18,4142.78
1965,2016-05-19,4142.7
1966,2016-05-20,4142.73
1967,2016-05-21,4142.72
1968,2016-05-22,4142.72
1969,2016-05-23,4142.75
1970,2016-05-24,4142.72
1971,2016-05-25,4142.67
1972,2016-05-26,4142.64
1973,2016-05-27,4142.64
1974,2016-05-28,4142.66
1975,2016-05-29,4142.63
1976,2016-05-30,4142.63
1977,2016-05-31,4142.61
1978,2016-06-01,4142.56
1979,2016-06-02,4142.54
1980,2016-06-03,4142.52
1981,2016-06-04,4142.48
1982,2016-06-05,4142.46
1983,2016-06-06,4142.41
1984,2016-06-07,4142.39
1985,2016-06-08,4142.29
1986,2016-06-09,4142.25
1987,2016-06-10,4142.12
1988,2016-06-11,4142.19
1989,2016-06-12,4142.14
1990,2016-06-13,4142.03
1991,2016-06-14,4141.98
1992,2016-06-15,4141.99
1993,2016-06-16,4142.02
1994,2016-06-17,4141.97
1995,2016-06-18,4141.97
1996,2016-06-19,4141.97
1997,2016-06-20,4141.96
1998,2016-06-21,4141.96
1999,2016-06-22,4141.91
2000,2016-06-23,4141.84
2001,2016-06-24,4141.84
2002,2016-06-25,4141.84
2003,2016-06-26,4141.79
2004,2016-06-27,4141.76
2005,2016-06-28,4141.7
2006,2016-06-29,4141.64
2007,2016-06-30,4141.58
2008,2016-07-01,4141.54
2009,2016-07-02,4141.5
2010,2016-07-03,4141.45
2011,2016-07-04,4141.39
2012,2016-07-05,4141.35
2013,2016-07-06,4141.33
2014,2016-07-07,4141.26
2015,2016-07-08,4141.24
2016,2016-07-09,4141.14
2017,2016-07-10,4141.1
2018,2016-07-11,4141.13
2019,2016-07-12,4141.05
2020,2016-07-13,4141.05
2021,2016-07-14,4141.0
2022,2016-07-15,4140.94
2023,2016-07-16,4140.91
2024,2016-07-17,4140.87
2025,2016-07-18,4140.82
2026,2016-07-19,4140.82
2027,2016-07-20,4140.8
2028,2016-07-21,4140.72
2029,2016-07-22,4140.69
2030,2016-07-23,4140.64
2031,2016-07-24,4140.6
2032,2016-07-25,4140.54
2033,2016-07-26,4140.53
2034,2016-07-27,4140.48
2035,2016-07-28,4140.43
2036,2016-07-29,4140.37
2037,2016-07-30,4140.31
2038,2016-07-31,4140.26
2039,2016-08-01,4140.22
2040,2016-08-02,4140.15
2041,2016-08-03,4140.13
2042,2016-08-04,4140.07
2043,2016-08-05,4140.01
2044,2016-08-06,4139.96
2045,2016-08-07,4139.89
2046,2016-08-08,4139.88
2047,2016-08-09,4139.85
2048,2016-08-10,4139.82
2049,2016-08-11,4139.78
2050,2016-08-12,4139.75
2051,2016-08-13,4139.71
2052,2016-08-14,4139.66
2053,2016-08-15,4139.62
2054,2016-08-16,4139.54
2055,2016-08-17,4139.48
2056,2016-08-18,4139.43
2057,2016-08-19,4139.38
2058,2016-08-20,4139.3
2059,2016-08-21,4139.23
2060,2016-08-22,4139.16
2061,2016-08-23,4139.11
2062,2016-08-24,4139.05
2063,2016-08-25,4139.0
2064,2016-08-26,4138.94
2065,2016-08-27,4138.9
2066,2016-08-28,4138.89
2067,2016-08-29,4138.85
2068,2016-08-30,4138.78
2069,2016-08-31,4138.73
2070,2016-09-01,4138.68
2071,2016-09-02,4138.65
2072,2016-09-03,4138.6
2073,2016-09-04,4138.56
2074,2016-09-05,4138.55
2075,2016-09-06,4138.5
2076,2016-09-07,4138.51
2077,2016-09-08,4138.49
2078,2016-09-09,4138.45
2079,2016-09-10,4138.42
2080,2016-09-11,4138.34
2081,2016-09-12,4138.38
2082,2016-09-13,4138.33
2083,2016-09-14,4138.29
2084,2016-09-15,4138.27
2085,2016-09-16,4138.26
2086,2016-09-17,4138.24
2087,2016-09-18,4138.18
2088,2016-09-19,4138.2
2089,2016-09-20,4138.18
2090,2016-09-21,4138.13
2091,2016-09-22,4138.11
2092,2016-09-23,4138.19
2093,2016-09-24,4138.18
2094,2016-09-25,4138.18
2095,2016-09-26,4138.18
2096,2016-09-27,4138.18
2097,2016-09-28,4138.17
2098,2016-09-29,4138.15
2099,2016-09-30,4138.11
2100,2016-10-01,4138.14
2101,2016-10-02,4138.15
2102,2016-10-03,4138.2
2103,2016-10-04,4138.12
2104,2016-10-05,4138.1
2105,2016-10-06,4138.2
2106,2016-10-07,4138.2
2107,2016-10-08,4138.18
2108,2016-10-09,4138.17
2109,2016-10-10,4138.11
2110,2016-10-11,4138.16
2111,2016-10-12,4138.15
2112,2016-10-13,4138.22
2113,2016-10-14,4138.21
2114,2016-10-15,4138.36
2115,2016-10-16,4138.38
2116,2016-10-17,4138.37
2117,2016-10-18,4138.32
2118,2016-10-19,4138.42
2119,2016-10-20,4138.44
2120,2016-10-21,4138.44
2121,2016-10-22,4138.46
2122,2016-10-23,4138.54
2123,2016-10-24,4138.65
2124,2016-10-25,4138.52
2125,2016-10-26,4138.66
2126,2016-10-27,4138.52
2127,2016-10-28,4138.56
2128,2016-10-29,4138.63
2129,2016-10-30,4138.77
2130,2016-10-31,4138.74
2131,2016-11-01,4138.76
2132,2016-11-02,4138.74
2133,2016-11-03,4138.74
2134,2016-11-04,4138.74
2135,2016-11-05,4138.77
2136,2016-11-06,4138.76
2137,2016-11-07,4138.79
2138,2016-11-08,4138.8
2139,2016-11-09,4138.8
2140,2016-11-10,4138.79
2141,2016-11-11,4138.84
2142,2016-11-12,4138.82
2143,2016-11-13,4138.84
2144,2016-11-14,4138.88
2145,2016-11-15,4138.83
2146,2016-11-16,4138.89
2147,2016-11-17,4138.96
2148,2016-11-18,4139.06
2149,2016-11-19,4139.09
2150,2016-11-20,4139.05
2151,2016-11-21,4139.02
2152,2016-11-22,4139.12
2153,2016-11-23,4139.11
2154,2016-11-24,4139.19
2155,2016-11-25,4139.23
2156,2016-11-26,4139.24
2157,2016-11-27,4139.08
2158,2016-11-28,4139.165
2159,2016-11-29,4139.25
2160,2016-11-30,4139.22
2161,2016-12-01,4139.26
2162,2016-12-02,4139.29
2163,2016-12-03,4139.3
2164,2016-12-04,4139.23
2165,2016-12-05,4139.33
2166,2016-12-06,4139.34
2167,2016-12-07,4139.41
2168,2016-12-08,4139.46
2169,2016-12-09,4139.5
2170,2016-12-10,4139.46
2171,2016-12-11,4139.57
2172,2016-12-12,4139.59
2173,2016-12-13,4139.63
2174,2016-12-14,4139.76
2175,2016-12-15,4139.84
2176,2016-12-16,4139.79
2177,2016-12-17,4139.91
2178,2016-12-18,4139.95
2179,2016-12-19,4139.94
2180,2016-12-20,4140.0
2181,2016-12-21,4140.02
2182,2016-12-22,4140.04
2183,2016-12-23,4140.064772727273
2184,2016-12-24,4140.089545454545
2185,2016-12-25,4140.114318181818
2186,2016-12-26,4140.139090909091
2187,2016-12-27,4140.163863636363
2188,2016-12-28,4140.188636363637
2189,2016-12-29,4140.213409090909
2190,2016-12-30,4140.238181818182
2191,2016-12-31,4140.262954545455
2192,2017-01-01,4140.287727272727
2193,2017-01-02,4140.3125
2194,2017-01-03,4140.337272727273
2195,2017-01-04,4140.362045454545
2196,2017-01-05,4140.386818181818
2197,2017-01-06,4140.411590909091
2198,2017-01-07,4140.436363636363
2199,2017-01-08,4140.461136363637
2200,2017-01-09,4140.485909090909
2201,2017-01-10,4140.510681818182
2202,2017-01-11,4140.535454545455
2203,2017-01-12,4140.560227272727
2204,2017-01-13,4140.585
2205,2017-01-14,4140.609772727273
2206,2017-01-15,4140.634545454545
2207,2017-01-16,4140.659318181818
2208,2017-01-17,4140.684090909091
2209,2017-01-18,4140.708863636363
2210,2017-01-19,4140.733636363637
2211,2017-01-20,4140.7584090909095
2212,2017-01-21,4140.783181818182
2213,2017-01-22,4140.807954545455
2214,2017-01-23,4140.832727272727
2215,2017-01-24,4140.8575
2216,2017-01-25,4140.882272727273
2217,2017-01-26,4140.907045454545
2218,2017-01-27,4140.931818181818
2219,2017-01-28,4140.956590909091
2220,2017-01-29,4140.981363636363
2221,2017-01-30,4141.006136363637
2222,2017-01-31,4141.0309090909095
2223,2017-02-01,4141.055681818182
2224,2017-02-02,4141.080454545455
2225,2017-02-03,4141.1052272727275
2226,2017-02-04,4141.13
2227,2017-02-05,4141.15
2228,2017-02-06,4141.2
2229,2017-02-07,4141.32
2230,2017-02-08,4141.39
2231,2017-02-09,4141.5
2232,2017-02-10,4141.57
2233,2017-02-11,4141.58
2234,2017-02-12,4141.63
2235,2017-02-13,4141.72
2236,2017-02-14,4141.82
2237,2017-02-15,4141.92
2238,2017-02-16,4142.03
2239,2017-02-17,4142.09
2240,2017-02-18,4142.21
2241,2017-02-19,4142.31
2242,2017-02-20,4142.44
2243,2017-02-21,4142.54
2244,2017-02-22,4142.57
2245,2017-02-23,4142.54
2246,2017-02-24,4142.54
2247,2017-02-25,4142.52
2248,2017-02-26,4142.51
2249,2017-02-27,4142.47
2250,2017-02-28,4142.46
2251,2017-03-01,4142.46
2252,2017-03-02,4142.46
2253,2017-03-03,4142.49
2254,2017-03-04,4142.52
2255,2017-03-05,4142.52
2256,2017-03-06,4142.64
2257,2017-03-07,4142.7
2258,2017-03-08,4142.71
2259,2017-03-09,4142.73
2260,2017-03-10,4142.72
2261,2017-03-11,4142.72
2262,2017-03-12,4142.72
2263,2017-03-13,4142.71
2264,2017-03-14,4142.7
2265,2017-03-15,4142.7
2266,2017-03-16,4142.66
2267,2017-03-17,4142.66
2268,2017-03-18,4142.67
2269,2017-03-19,4142.67
2270,2017-03-20,4142.73
2271,2017-03-21,4142.76
2272,2017-03-22,4142.69
2273,2017-03-23,4142.76
2274,2017-03-24,4142.8
2275,2017-03-25,4142.75
2276,2017-03-26,4142.77
2277,2017-03-27,4142.69
2278,2017-03-28,4142.73
2279,2017-03-29,4142.72
2280,2017-03-30,4142.64
2281,2017-03-31,4142.74
2282,2017-04-01,4142.77
2283,2017-04-02,4142.76
2284,2017-04-03,4142.79
2285,2017-04-04,4142.83
2286,2017-04-05,4142.86
2287,2017-04-06,4143.03
2288,2017-04-07,4142.91
2289,2017-04-08,4142.88
2290,2017-04-09,4142.97
2291,2017-04-10,4142.94
2292,2017-04-11,4143.01
2293,2017-04-12,4142.98
2294,2017-04-13,4142.92
2295,2017-04-14,4142.92
2296,2017-04-15,4142.9
2297,2017-04-16,4142.87
2298,2017-04-17,4142.86
2299,2017-04-18,4142.83
2300,2017-04-19,4142.85
2301,2017-04-20,4142.78
2302,2017-04-21,4142.85
2303,2017-04-22,4142.82
2304,2017-04-23,4142.82
2305,2017-04-24,4142.81
2306,2017-04-25,4142.9
2307,2017-04-26,4142.87
2308,2017-04-27,4142.88
2309,2017-04-28,4142.93
2310,2017-04-29,4142.93
2311,2017-04-30,4142.86
2312,2017-05-01,4142.9
2313,2017-05-02,4142.89
2314,2017-05-03,4142.9
2315,2017-05-04,4142.91
2316,2017-05-05,4142.78
2317,2017-05-06,4142.86
2318,2017-05-07,4142.86
2319,2017-05-08,4142.84
2320,2017-05-09,4142.82
2321,2017-05-10,4142.82
2322,2017-05-11,4142.81
2323,2017-05-12,4142.75
2324,2017-05-13,4142.77
2325,2017-05-14,4142.78
2326,2017-05-15,4142.73
2327,2017-05-16,4142.63
2328,2017-05-17,4142.69
2329,2017-05-18,4142.73
2330,2017-05-19,4142.7
2331,2017-05-20,4142.68
2332,2017-05-21,4142.66
2333,2017-05-22,4142.62
2334,2017-05-23,4142.58
2335,2017-05-24,4142.52
2336,2017-05-25,4142.5
2337,2017-05-26,4142.5
2338,2017-05-27,4142.47
2339,2017-05-28,4142.44
2340,2017-05-29,4142.42
2341,2017-05-30,4142.36
2342,2017-05-31,4142.38
2343,2017-06-01,4142.34
2344,2017-06-02,4142.35
2345,2017-06-03,4142.31
2346,2017-06-04,4142.25
2347,2017-06-05,4142.29
2348,2017-06-06,4142.25
2349,2017-06-07,4142.28
2350,2017-06-08,4142.25
2351,2017-06-09,4142.17
2352,2017-06-10,4142.19
2353,2017-06-11,4142.17
2354,2017-06-12,4142.04
2355,2017-06-13,4142.12
2356,2017-06-14,4142.14
2357,2017-06-15,4142.12
2358,2017-06-16,4142.07
2359,2017-06-17,4142.08
2360,2017-06-18,4142.07
2361,2017-06-19,4142.03
2362,2017-06-20,4142.01
2363,2017-06-21,4141.98
2364,2017-06-22,4141.96
2365,2017-06-23,4141.94
2366,2017-06-24,4141.91
2367,2017-06-25,4141.86
2368,2017-06-26,4141.85
2369,2017-06-27,4141.81
2370,2017-06-28,4141.77
2371,2017-06-29,4141.74
2372,2017-06-30,4141.69
2373,2017-07-01,4141.62
2374,2017-07-02,4141.61
2375,2017-07-03,4141.59
2376,2017-07-04,4141.56
2377,2017-07-05,4141.52
2378,2017-07-06,4141.45
2379,2017-07-07,4141.4
2380,2017-07-08,4141.35
2381,2017-07-09,4141.28
2382,2017-07-10,4141.24
2383,2017-07-11,4141.21
2384,2017-07-12,4141.17
2385,2017-07-13,4141.14
2386,2017-07-14,4141.08
2387,2017-07-15,4141.01
2388,2017-07-16,4140.97
2389,2017-07-17,4140.91
2390,2017-07-18,4140.87
2391,2017-07-19,4140.81
2392,2017-07-20,4140.78
2393,2017-07-21,4140.73
2394,2017-07-22,4140.67
2395,2017-07-23,4140.64
2396,2017-07-24,4140.64
2397,2017-07-25,4140.63
2398,2017-07-26,4140.6
2399,2017-07-27,4140.56
2400,2017-07-28,4140.51
2401,2017-07-29,4140.46
2402,2017-07-30,4140.42
2403,2017-07-31,4140.39
2404,2017-08-01,4140.36
2405,2017-08-02,4140.33
2406,2017-08-03,4140.28
2407,2017-08-04,4140.23
2408,2017-08-05,4140.2
2409,2017-08-06,4140.18
2410,2017-08-07,4140.15
2411,2017-08-08,4140.13
2412,2017-08-09,4140.1
2413,2017-08-10,4140.09
2414,2017-08-11,4140.07
2415,2017-08-12,4140.02
2416,2017-08-13,4139.98
2417,2017-08-14,4139.97
2418,2017-08-15,4139.95
2419,2017-08-16,4139.89
2420,2017-08-17,4139.89
2421,2017-08-18,4139.84
2422,2017-08-19,4139.79
2423,2017-08-20,4139.78
2424,2017-08-21,4139.77
2425,2017-08-22,4139.74
2426,2017-08-23,4139.74
2427,2017-08-24,4139.69
2428,2017-08-25,4139.68
2429,2017-08-26,4139.66
2430,2017-08-27,4139.62
2431,2017-08-28,4139.59
2432,2017-08-29,4139.55
2433,2017-08-30,4139.5
2434,2017-08-31,4139.47
2435,2017-09-01,4139.46
2436,2017-09-02,4139.43
2437,2017-09-03,4139.41
2438,2017-09-04,4139.39
2439,2017-09-05,4139.35
2440,2017-09-06,4139.34
2441,2017-09-07,4139.31
2442,2017-09-08,4139.29
2443,2017-09-09,4139.24
2444,2017-09-10,4139.23
2445,2017-09-11,4139.2
2446,2017-09-12,4139.19
2447,2017-09-13,4139.13
2448,2017-09-14,4139.09
2449,2017-09-15,4139.1
2450,2017-09-16,4139.08
2451,2017-09-17,4139.02
2452,2017-09-18,4138.91
2453,2017-09-19,4138.94
2454,2017-09-20,4138.88
2455,2017-09-21,4138.97
2456,2017-09-22,4138.97
2457,2017-09-23,4138.96
2458,2017-09-24,4138.94
2459,2017-09-25,4138.93
2460,2017-09-26,4138.92
2461,2017-09-27,4138.92
2462,2017-09-28,4138.9
2463,2017-09-29,4138.87
2464,2017-09-30,4138.8
2465,2017-10-01,4138.76
2466,2017-10-02,4138.81
2467,2017-10-03,4138.8
2468,2017-10-04,4138.78
2469,2017-10-05,4138.76
2470,2017-10-06,4138.76
2471,2017-10-07,4138.68
2472,2017-10-08,4138.78
2473,2017-10-09,4138.79
2474,2017-10-10,4138.75
2475,2017-10-11,4138.68
2476,2017-10-12,4138.74
2477,2017-10-13,4138.71
2478,2017-10-14,4138.76
2479,2017-10-15,4138.75
2480,2017-10-16,4138.77
2481,2017-10-17,4138.77
2482,2017-10-18,4138.8
2483,2017-10-19,4138.79
2484,2017-10-20,4138.78
2485,2017-10-21,4138.96
2486,2017-10-22,4138.92
2487,2017-10-23,4138.9
2488,2017-10-24,4138.91
2489,2017-10-25,4138.93
2490,2017-10-26,4138.94
2491,2017-10-27,4138.94
2492,2017-10-28,4138.94
2493,2017-10-29,4138.94
2494,2017-10-30,4138.89
2495,2017-10-31,4138.93
2496,2017-11-01,4138.91
2497,2017-11-02,4138.9
2498,2017-11-03,4138.9
2499,2017-11-04,4138.91
2500,2017-11-05,4139.0
2501,2017-11-06,4139.0
2502,2017-11-07,4139.0
2503,2017-11-08,4139.15
2504,2017-11-09,4139.05
2505,2017-11-10,4139.1
2506,2017-11-11,4139.1
2507,2017-11-12,4139.19
2508,2017-11-13,4139.09
2509,2017-11-14,4139.18
2510,2017-11-15,4139.22
2511,2017-11-16,4139.14
2512,2017-11-17,4139.14
2513,2017-11-18,4139.21
2514,2017-11-19,4139.24
2515,2017-11-20,4139.32
2516,2017-11-21,4139.33
2517,2017-11-22,4139.35
2518,2017-11-23,4139.38
2519,2017-11-24,4139.4
2520,2017-11-25,4139.46
2521,2017-11-26,4139.55
2522,2017-11-27,4139.54
2523,2017-11-28,4139.58
2524,2017-11-29,4139.6
2525,2017-11-30,4139.64
2526,2017-12-01,4139.67
2527,2017-12-02,4139.7
2528,2017-12-03,4139.67
2529,2017-12-04,4139.75
2530,2017-12-05,4139.78
2531,2017-12-06,4139.8
2532,2017-12-07,4139.81
2533,2017-12-08,4139.83
2534,2017-12-09,4139.85
2535,2017-12-10,4139.86
2536,2017-12-11,4139.88
2537,2017-12-12,4139.9
2538,2017-12-13,4139.92
2539,2017-12-14,4139.94
2540,2017-12-15,4139.95
2541,2017-12-16,4139.97
2542,2017-12-17,4139.99
2543,2017-12-18,4140.02
2544,2017-12-19,4140.02
2545,2017-12-20,4140.04
2546,2017-12-21,4140.09
2547,2017-12-22,4140.1
2548,2017-12-23,4140.11
2549,2017-12-24,4140.13
2550,2017-12-25,4140.15
2551,2017-12-26,4140.16
2552,2017-12-27,4140.17
2553,2017-12-28,4140.19
2554,2017-12-29,4140.21
2555,2017-12-30,4140.23
2556,2017-12-31,4140.25
2557,2018-01-01,4140.28
