,datetime,GALESVILLE_RESERVOIR_NEAR_AZALEA__OR.
1925,2016-04-09,1876.76
1926,2016-04-10,1876.72
1927,2016-04-11,1876.7
1928,2016-04-12,1876.68
1929,2016-04-13,1876.67
1930,2016-04-14,1876.85
1931,2016-04-15,1876.99
1932,2016-04-16,1877.07
1933,2016-04-17,1877.13
1934,2016-04-18,1877.15
1935,2016-04-19,1877.17
1936,2016-04-20,1877.17
1937,2016-04-21,1877.18
1938,2016-04-22,1877.29
1939,2016-04-23,1877.37
1940,2016-04-24,1877.5
1941,2016-04-25,1877.69
1942,2016-04-26,1877.82
1943,2016-04-27,1877.93
1944,2016-04-28,1877.99
1945,2016-04-29,1878.08
1946,2016-04-30,1878.15
1947,2016-05-01,1878.19
1948,2016-05-02,1878.21
1949,2016-05-03,1878.24
1950,2016-05-04,1878.28
1951,2016-05-05,1878.29
1952,2016-05-06,1878.29
1953,2016-05-07,1878.3
1954,2016-05-08,1878.28
1955,2016-05-09,1878.26
1956,2016-05-10,1878.24
1957,2016-05-11,1878.22
1958,2016-05-12,1878.18
1959,2016-05-13,1878.14
1960,2016-05-14,1878.11
1961,2016-05-15,1878.09
1962,2016-05-16,1878.06
1963,2016-05-17,1878.02
1964,2016-05-18,1877.95
1965,2016-05-19,1877.94
1966,2016-05-20,1877.92
1967,2016-05-21,1877.91
1968,2016-05-22,1877.89
1969,2016-05-23,1877.86
1970,2016-05-24,1877.82
1971,2016-05-25,1877.77
1972,2016-05-26,1877.71
1973,2016-05-27,1877.64
1974,2016-05-28,1877.57
1975,2016-05-29,1877.49
1976,2016-05-30,1877.42
1977,2016-05-31,1877.33
1978,2016-06-01,1877.24
1979,2016-06-02,1877.16
1980,2016-06-03,1877.06
1981,2016-06-04,1876.97
1982,2016-06-05,1876.87
1983,2016-06-06,1876.78
1984,2016-06-07,1876.68
1985,2016-06-08,1876.56
1986,2016-06-09,1876.46
1987,2016-06-10,1876.35
1988,2016-06-11,1876.24
1989,2016-06-12,1876.13
1990,2016-06-13,1876.01
1991,2016-06-14,1875.9
1992,2016-06-15,1875.8
1993,2016-06-16,1875.69
1994,2016-06-17,1875.6
1995,2016-06-18,1875.55
1996,2016-06-19,1875.46
1997,2016-06-20,1875.34
1998,2016-06-21,1875.23
1999,2016-06-22,1875.11
2000,2016-06-23,1874.99
2001,2016-06-24,1874.87
2002,2016-06-25,1874.75
2003,2016-06-26,1874.63
2004,2016-06-27,1874.47
2005,2016-06-28,1874.29
2006,2016-06-29,1874.12
2007,2016-06-30,1873.99
2008,2016-07-01,1873.85
2009,2016-07-02,1873.72
2010,2016-07-03,1873.58
2011,2016-07-04,1873.43
2012,2016-07-05,1873.3
2013,2016-07-06,1873.11
2014,2016-07-07,1872.89
2015,2016-07-08,1872.72
2016,2016-07-09,1872.54
2017,2016-07-10,1872.33
2018,2016-07-11,1872.12
2019,2016-07-12,1871.91
2020,2016-07-13,1871.69
2021,2016-07-14,1871.47
2022,2016-07-15,1871.24
2023,2016-07-16,1871.02
2024,2016-07-17,1870.81
2025,2016-07-18,1870.58
2026,2016-07-19,1870.36
2027,2016-07-20,1870.14
2028,2016-07-21,1869.92
2029,2016-07-22,1869.69
2030,2016-07-23,1869.46
2031,2016-07-24,1869.23
2032,2016-07-25,1868.99
2033,2016-07-26,1868.76
2034,2016-07-27,1868.54
2035,2016-07-28,1868.3
2036,2016-07-29,1868.06
2037,2016-07-30,1867.82
2038,2016-07-31,1867.57
2039,2016-08-01,1867.3
2040,2016-08-02,1867.01
2041,2016-08-03,1866.74
2042,2016-08-04,1866.46
2043,2016-08-05,1866.16
2044,2016-08-06,1865.84
2045,2016-08-07,1865.54
2046,2016-08-08,1865.22
2047,2016-08-09,1864.97
2048,2016-08-10,1864.72
2049,2016-08-11,1864.48
2050,2016-08-12,1864.23
2051,2016-08-13,1863.98
2052,2016-08-14,1863.73
2053,2016-08-15,1863.47
2054,2016-08-16,1863.21
2055,2016-08-17,1862.96
2056,2016-08-18,1862.7
2057,2016-08-19,1862.45
2058,2016-08-20,1862.19
2059,2016-08-21,1861.92
2060,2016-08-22,1861.65
2061,2016-08-23,1861.38
2062,2016-08-24,1861.12
2063,2016-08-25,1860.85
2064,2016-08-26,1860.59
2065,2016-08-27,1860.32
2066,2016-08-28,1860.06
2067,2016-08-29,1859.78
2068,2016-08-30,1859.52
2069,2016-08-31,1859.25
2070,2016-09-01,1858.98
2071,2016-09-02,1858.72
2072,2016-09-03,1858.46
2073,2016-09-04,1858.19
2074,2016-09-05,1857.93
2075,2016-09-06,1857.68
2076,2016-09-07,1857.43
2077,2016-09-08,1857.17
2078,2016-09-09,1856.9
2079,2016-09-10,1856.64
2080,2016-09-11,1856.36
2081,2016-09-12,1856.09
2082,2016-09-13,1855.82
2083,2016-09-14,1855.54
2084,2016-09-15,1855.25
2085,2016-09-16,1854.97
2086,2016-09-17,1854.69
2087,2016-09-18,1854.41
2088,2016-09-19,1854.13
2089,2016-09-20,1853.84
2090,2016-09-21,1853.56
2091,2016-09-22,1853.27
2092,2016-09-23,1853.02
2093,2016-09-24,1852.76
2094,2016-09-25,1852.5
2095,2016-09-26,1852.23
2096,2016-09-27,1851.96
2097,2016-09-28,1851.67
2098,2016-09-29,1851.39
2099,2016-09-30,1851.11
2100,2016-10-01,1850.87
2101,2016-10-02,1850.66
2102,2016-10-03,1850.42
2103,2016-10-04,1850.18
2104,2016-10-05,1849.96
2105,2016-10-06,1849.72
2106,2016-10-07,1849.47
2107,2016-10-08,1849.22
2108,2016-10-09,1848.96
2109,2016-10-10,1848.7
2110,2016-10-11,1848.43
2111,2016-10-12,1848.16
2112,2016-10-13,1848.16
2113,2016-10-14,1848.46
2114,2016-10-15,1848.85
2115,2016-10-16,1853.17
2116,2016-10-17,1854.08
2117,2016-10-18,1854.16
2118,2016-10-19,1853.88
2119,2016-10-20,1853.44
2120,2016-10-21,1852.92
2121,2016-10-22,1852.34
2122,2016-10-23,1851.73
2123,2016-10-24,1851.14
2124,2016-10-25,1850.59
2125,2016-10-26,1850.13
2126,2016-10-27,1850.1
2127,2016-10-28,1849.73
2128,2016-10-29,1849.08
2129,2016-10-30,1848.39
2130,2016-10-31,1847.74
2131,2016-11-01,1847.0
2132,2016-11-02,1846.18
2133,2016-11-03,1845.31
2134,2016-11-04,1844.4
2135,2016-11-05,1843.64
2136,2016-11-06,1843.05
2137,2016-11-07,1842.76
2138,2016-11-08,1842.58
2139,2016-11-09,1842.41
2140,2016-11-10,1842.28
2141,2016-11-11,1842.13
2142,2016-11-12,1841.98
2143,2016-11-13,1841.84
2144,2016-11-14,1841.74
2145,2016-11-15,1841.71
2146,2016-11-16,1841.67
2147,2016-11-17,1841.58
2148,2016-11-18,1841.47
2149,2016-11-19,1841.45
2150,2016-11-20,1841.61
2151,2016-11-21,1841.76
2152,2016-11-22,1841.85
2153,2016-11-23,1842.04
2154,2016-11-24,1842.17
2155,2016-11-25,1842.32
2156,2016-11-26,1842.41
2157,2016-11-27,1842.55
2158,2016-11-28,1842.9
2159,2016-11-29,1843.32
2160,2016-11-30,1843.61
2161,2016-12-01,1843.79
2162,2016-12-02,1843.87
2163,2016-12-03,1843.91
2164,2016-12-04,1844.02
2165,2016-12-05,1844.21
2166,2016-12-06,1844.34
2167,2016-12-07,1844.37
2168,2016-12-08,1844.4
2169,2016-12-09,1844.71
2170,2016-12-10,1846.41
2171,2016-12-11,1846.96
2172,2016-12-12,1847.12
2173,2016-12-13,1847.13
2174,2016-12-14,1851.09
2175,2016-12-15,1860.24
2176,2016-12-16,1860.95
2177,2016-12-17,1859.88
2178,2016-12-18,1858.13
2179,2016-12-19,1856.16
2180,2016-12-20,1854.1
2181,2016-12-21,1851.89
2182,2016-12-22,1849.59
2183,2016-12-23,1847.89
2184,2016-12-24,1846.66
2185,2016-12-25,1845.48
2186,2016-12-26,1844.88
2187,2016-12-27,1844.73
2188,2016-12-28,1844.61
2189,2016-12-29,1844.68
2190,2016-12-30,1844.84
2191,2016-12-31,1844.98
2192,2017-01-01,1845.14
2193,2017-01-02,1845.22
2194,2017-01-03,1845.28
2195,2017-01-04,1845.31
2196,2017-01-05,1845.29
2197,2017-01-06,1845.25
2198,2017-01-07,1845.29
2199,2017-01-08,1848.25
2200,2017-01-09,1851.43
2201,2017-01-10,1854.53
2202,2017-01-11,1857.05
2203,2017-01-12,1857.12
2204,2017-01-13,1856.2
2205,2017-01-14,1854.7
2206,2017-01-15,1852.91
2207,2017-01-16,1851.02
2208,2017-01-17,1849.26
2209,2017-01-18,1853.01
2210,2017-01-19,1856.24
2211,2017-01-20,1856.72
2212,2017-01-21,1856.46
2213,2017-01-22,1856.16
2214,2017-01-23,1855.28
2215,2017-01-24,1854.03
2216,2017-01-25,1852.54
2217,2017-01-26,1851.2
2218,2017-01-27,1850.21
2219,2017-01-28,1849.8
2220,2017-01-29,1849.76
2221,2017-01-30,1849.69
2222,2017-01-31,1849.62
2223,2017-02-01,1849.52
2224,2017-02-02,1849.48
2225,2017-02-03,1849.87
2226,2017-02-04,1851.05
2227,2017-02-05,1852.25
2228,2017-02-06,1853.53
2229,2017-02-07,1855.08
2230,2017-02-08,1856.35
2231,2017-02-09,1861.69
2232,2017-02-10,1864.24
2233,2017-02-11,1864.86
2234,2017-02-12,1864.88
2235,2017-02-13,1864.75
2236,2017-02-14,1864.62
2237,2017-02-15,1864.5
2238,2017-02-16,1870.24
2239,2017-02-17,1871.87
2240,2017-02-18,1871.79
2241,2017-02-19,1870.96
2242,2017-02-20,1870.05
2243,2017-02-21,1870.44
2244,2017-02-22,1869.97
2245,2017-02-23,1868.67
2246,2017-02-24,1867.31
2247,2017-02-25,1866.21
2248,2017-02-26,1865.75
2249,2017-02-27,1865.36
2250,2017-02-28,1865.23
2251,2017-03-01,1865.29
2252,2017-03-02,1865.47
2253,2017-03-03,1865.7
2254,2017-03-04,1866.26
2255,2017-03-05,1866.79
2256,2017-03-06,1867.2
2257,2017-03-07,1867.62
2258,2017-03-08,1868.24
2259,2017-03-09,1868.91
2260,2017-03-10,1869.53
2261,2017-03-11,1870.02
2262,2017-03-12,1870.39
2263,2017-03-13,1870.66
2264,2017-03-14,1870.92
2265,2017-03-15,1871.17
2266,2017-03-16,1871.46
2267,2017-03-17,1871.65
2268,2017-03-18,1872.01
2269,2017-03-19,1872.38
2270,2017-03-20,1872.71
2271,2017-03-21,1873.28
2272,2017-03-22,1873.74
2273,2017-03-23,1874.06
2274,2017-03-24,1874.52
2275,2017-03-25,1874.8
2276,2017-03-26,1875.45
2277,2017-03-27,1876.0
2278,2017-03-28,1876.35
2279,2017-03-29,1876.71
2280,2017-03-30,1877.27
2281,2017-03-31,1877.74
2282,2017-04-01,1878.09
2283,2017-04-02,1878.33
2284,2017-04-03,1878.49
2285,2017-04-04,1878.59
2286,2017-04-05,1878.65
2287,2017-04-06,1878.67
2288,2017-04-07,1878.84
2289,2017-04-08,1878.91
2290,2017-04-09,1878.92
2291,2017-04-10,1878.91
2292,2017-04-11,1878.87
2293,2017-04-12,1878.83
2294,2017-04-13,1878.78
2295,2017-04-14,1878.78
2296,2017-04-15,1878.79
2297,2017-04-16,1878.79
2298,2017-04-17,1878.83
2299,2017-04-18,1878.95
2300,2017-04-19,1879.03
2301,2017-04-20,1879.24
2302,2017-04-21,1879.38
2303,2017-04-22,1879.45
2304,2017-04-23,1879.48
2305,2017-04-24,1879.57
2306,2017-04-25,1879.63
2307,2017-04-26,1879.93
2308,2017-04-27,1880.01
2309,2017-04-28,1880.13
2310,2017-04-29,1880.19
2311,2017-04-30,1880.18
2312,2017-05-01,1880.15
2313,2017-05-02,1880.1
2314,2017-05-03,1880.04
2315,2017-05-04,1879.96
2316,2017-05-05,1879.93
2317,2017-05-06,1879.86
2318,2017-05-07,1879.83
2319,2017-05-08,1879.83
2320,2017-05-09,1879.81
2321,2017-05-10,1879.78
2322,2017-05-11,1879.78
2323,2017-05-12,1879.76
2324,2017-05-13,1879.76
2325,2017-05-14,1879.72
2326,2017-05-15,1879.69
2327,2017-05-16,1879.71
2328,2017-05-17,1879.7
2329,2017-05-18,1879.67
2330,2017-05-19,1879.65
2331,2017-05-20,1879.63
2332,2017-05-21,1879.59
2333,2017-05-22,1879.56
2334,2017-05-23,1879.5
2335,2017-05-24,1879.43
2336,2017-05-25,1879.37
2337,2017-05-26,1879.29
2338,2017-05-27,1879.21
2339,2017-05-28,1879.12
2340,2017-05-29,1879.03
2341,2017-05-30,1878.95
2342,2017-05-31,1878.85
2343,2017-06-01,1878.74
2344,2017-06-02,1878.64
2345,2017-06-03,1878.52
2346,2017-06-04,1878.41
2347,2017-06-05,1878.29
2348,2017-06-06,1878.17
2349,2017-06-07,1878.06
2350,2017-06-08,1877.98
2351,2017-06-09,1877.88
2352,2017-06-10,1877.81
2353,2017-06-11,1877.73
2354,2017-06-12,1877.64
2355,2017-06-13,1877.53
2356,2017-06-14,1877.39
2357,2017-06-15,1877.26
2358,2017-06-16,1877.13
2359,2017-06-17,1876.99
2360,2017-06-18,1876.86
2361,2017-06-19,1876.7
2362,2017-06-20,1876.55
2363,2017-06-21,1876.38
2364,2017-06-22,1876.22
2365,2017-06-23,1876.07
2366,2017-06-24,1875.87
2367,2017-06-25,1875.7
2368,2017-06-26,1875.53
2369,2017-06-27,1875.35
2370,2017-06-28,1875.18
2371,2017-06-29,1875.0
2372,2017-06-30,1874.81
2373,2017-07-01,1874.61
2374,2017-07-02,1874.42
2375,2017-07-03,1874.18
2376,2017-07-04,1873.95
2377,2017-07-05,1873.73
2378,2017-07-06,1873.51
2379,2017-07-07,1873.27
2380,2017-07-08,1873.04
2381,2017-07-09,1872.8
2382,2017-07-10,1872.56
2383,2017-07-11,1872.32
2384,2017-07-12,1872.08
2385,2017-07-13,1871.83
2386,2017-07-14,1871.6
2387,2017-07-15,1871.36
2388,2017-07-16,1871.12
2389,2017-07-17,1870.86
2390,2017-07-18,1870.61
2391,2017-07-19,1870.36
2392,2017-07-20,1870.07
2393,2017-07-21,1869.82
2394,2017-07-22,1869.57
2395,2017-07-23,1869.32
2396,2017-07-24,1869.07
2397,2017-07-25,1868.82
2398,2017-07-26,1868.56
2399,2017-07-27,1868.31
2400,2017-07-28,1868.05
2401,2017-07-29,1867.79
2402,2017-07-30,1867.53
2403,2017-07-31,1867.27
2404,2017-08-01,1867.01
2405,2017-08-02,1866.74
2406,2017-08-03,1866.46
2407,2017-08-04,1866.19
2408,2017-08-05,1865.92
2409,2017-08-06,1865.65
2410,2017-08-07,1865.35
2411,2017-08-08,1865.08
2412,2017-08-09,1864.81
2413,2017-08-10,1864.54
2414,2017-08-11,1864.25
2415,2017-08-12,1863.96
2416,2017-08-13,1863.68
2417,2017-08-14,1863.39
2418,2017-08-15,1863.11
2419,2017-08-16,1862.82
2420,2017-08-17,1862.54
2421,2017-08-18,1862.26
2422,2017-08-19,1861.97
2423,2017-08-20,1861.7
2424,2017-08-21,1861.41
2425,2017-08-22,1861.14
2426,2017-08-23,1860.87
2427,2017-08-24,1860.59
2428,2017-08-25,1860.3
2429,2017-08-26,1860.03
2430,2017-08-27,1859.74
2431,2017-08-28,1859.45
2432,2017-08-29,1859.16
2433,2017-08-30,1858.87
2434,2017-08-31,1858.57
2435,2017-09-01,1858.29
2436,2017-09-02,1858.0
2437,2017-09-03,1857.71
2438,2017-09-04,1857.42
2439,2017-09-05,1857.12
2440,2017-09-06,1856.83
2441,2017-09-07,1856.54
2442,2017-09-08,1856.27
2443,2017-09-09,1855.98
2444,2017-09-10,1855.7
2445,2017-09-11,1855.41
2446,2017-09-12,1855.13
2447,2017-09-13,1854.82
2448,2017-09-14,1854.62
2449,2017-09-15,1854.32
2450,2017-09-16,1854.03
2451,2017-09-17,1853.74
2452,2017-09-18,1853.49
2453,2017-09-19,1853.24
2454,2017-09-20,1853.04
2455,2017-09-21,1852.79
2456,2017-09-22,1852.5
2457,2017-09-23,1852.22
2458,2017-09-24,1851.95
2459,2017-09-25,1851.67
2460,2017-09-26,1851.4
2461,2017-09-27,1851.12
2462,2017-09-28,1850.84
2463,2017-09-29,1850.56
2464,2017-09-30,1850.28
2465,2017-10-01,1850.01
2466,2017-10-02,1849.73
2467,2017-10-03,1849.45
2468,2017-10-04,1849.17
2469,2017-10-05,1848.88
2470,2017-10-06,1848.6
2471,2017-10-07,1848.3
2472,2017-10-08,1848.02
2473,2017-10-09,1847.75
2474,2017-10-10,1847.47
2475,2017-10-11,1847.19
2476,2017-10-12,1846.92
2477,2017-10-13,1846.65
2478,2017-10-14,1846.38
2479,2017-10-15,1846.11
2480,2017-10-16,1845.84
2481,2017-10-17,1845.55
2482,2017-10-18,1845.27
2483,2017-10-19,1845.03
2484,2017-10-20,1844.82
2485,2017-10-21,1844.61
2486,2017-10-22,1844.21
2487,2017-10-23,1843.93
2488,2017-10-24,1843.69
2489,2017-10-25,1843.42
2490,2017-10-26,1843.16
2491,2017-10-27,1842.89
2492,2017-10-28,1842.62
2493,2017-10-29,1842.34
2494,2017-10-30,1842.09
2495,2017-10-31,1841.84
2496,2017-11-01,1841.6
2497,2017-11-02,1841.36
2498,2017-11-03,1841.21
2499,2017-11-04,1841.02
2500,2017-11-05,1840.83
2501,2017-11-06,1840.62
2502,2017-11-07,1840.35
2503,2017-11-08,1840.17
2504,2017-11-09,1840.29
2505,2017-11-10,1840.79
2506,2017-11-11,1840.86
2507,2017-11-12,1840.77
2508,2017-11-13,1840.78
2509,2017-11-14,1840.79
2510,2017-11-15,1840.75
2511,2017-11-16,1840.94
2512,2017-11-17,1841.06
2513,2017-11-18,1841.03
2514,2017-11-19,1840.93
2515,2017-11-20,1841.02
2516,2017-11-21,1841.14
2517,2017-11-22,1841.15
2518,2017-11-23,1841.18
2519,2017-11-24,1841.5
2520,2017-11-25,1841.6
2521,2017-11-26,1841.75
2522,2017-11-27,1841.91
2523,2017-11-28,1841.97
2524,2017-11-29,1841.97
2525,2017-11-30,1841.93
2526,2017-12-01,1841.85
2527,2017-12-02,1841.76
2528,2017-12-03,1841.68
2529,2017-12-04,1841.57
2530,2017-12-05,1841.45
2531,2017-12-06,1841.32
2532,2017-12-07,1841.17
2533,2017-12-08,1841.02
2534,2017-12-09,1840.86
2535,2017-12-10,1840.68
2536,2017-12-11,1840.51
2537,2017-12-12,1840.33
2538,2017-12-13,1840.16
2539,2017-12-14,1839.98
2540,2017-12-15,1839.81
2541,2017-12-16,1839.62
2542,2017-12-17,1839.43
2543,2017-12-18,1839.25
2544,2017-12-19,1839.13
2545,2017-12-20,1839.05
2546,2017-12-21,1838.91
2547,2017-12-22,1838.76
2548,2017-12-23,1838.61
2549,2017-12-24,1838.43
2550,2017-12-25,1838.29
2551,2017-12-26,1838.16
2552,2017-12-27,1838.05
2553,2017-12-28,1837.93
2554,2017-12-29,1837.82
2555,2017-12-30,1837.72
2556,2017-12-31,1837.62
2557,2018-01-01,1837.5
