,datetime,UPPER_KLAMATH_LAKE_NEAR_KLAMATH_FALLS__OR.
1849,2016-01-24,8281.150000000001
1850,2016-01-25,8281.3
1851,2016-01-26,8281.43
1852,2016-01-27,8281.5
1853,2016-01-28,8281.54
1854,2016-01-29,8281.77
1855,2016-01-30,8281.93
1856,2016-01-31,8282.16
1857,2016-02-01,8282.07
1858,2016-02-02,8282.1
1859,2016-02-03,8282.119999999999
1860,2016-02-04,8282.31
1861,2016-02-05,8282.32
1862,2016-02-06,8282.400000000001
1863,2016-02-07,8282.47
1864,2016-02-08,8282.529999999999
1865,2016-02-09,8282.57
1866,2016-02-10,8282.6
1867,2016-02-11,8282.65
1868,2016-02-12,8282.8
1869,2016-02-13,8282.74
1870,2016-02-14,8282.73
1871,2016-02-15,8282.82
1872,2016-02-16,8282.95
1873,2016-02-17,8282.48
1874,2016-02-18,8282.759999999998
1875,2016-02-19,8283.06
1876,2016-02-20,8283.41
1877,2016-02-21,8283.47
1878,2016-02-22,8283.59
1879,2016-02-23,8283.68
1880,2016-02-24,8283.740000000002
1881,2016-02-25,8283.8
1882,2016-02-26,8283.880000000001
1883,2016-02-27,8283.869999999999
1884,2016-02-28,8283.9
1885,2016-02-29,8283.96
1886,2016-03-01,8284.08
1887,2016-03-02,8283.939999999999
1888,2016-03-03,8284.150000000001
1889,2016-03-04,8283.89
1890,2016-03-05,8283.91
1891,2016-03-06,8284.46
1892,2016-03-07,8284.869999999999
1893,2016-03-08,8284.71
1894,2016-03-09,8284.01
1895,2016-03-10,8285.029999999999
1896,2016-03-11,8285.01
1897,2016-03-12,8285.16
1898,2016-03-13,8285.42
1899,2016-03-14,8285.84
1900,2016-03-15,8285.82
1901,2016-03-16,8285.79
1902,2016-03-17,8285.81
1903,2016-03-18,8285.720000000001
1904,2016-03-19,8285.49
1905,2016-03-20,8285.529999999999
1906,2016-03-21,8285.509999999998
1907,2016-03-22,8285.810000000001
1908,2016-03-23,8285.64
1909,2016-03-24,8285.83
1910,2016-03-25,8285.84
1911,2016-03-26,8285.7
1912,2016-03-27,8285.869999999999
1913,2016-03-28,8286.14
1914,2016-03-29,8286.05
1915,2016-03-30,8285.720000000001
1916,2016-03-31,8285.74
1917,2016-04-01,8285.67
1918,2016-04-02,8285.619999999999
1919,2016-04-03,8285.67
1920,2016-04-04,8285.869999999999
1921,2016-04-05,8285.8
1922,2016-04-06,8285.779999999999
1923,2016-04-07,8285.86
1924,2016-04-08,8286.17
1925,2016-04-09,8286.04
1926,2016-04-10,8285.81
1927,2016-04-11,8285.92
1928,2016-04-12,8286.08
1929,2016-04-13,8285.919999999998
1930,2016-04-14,8286.08
1931,2016-04-15,8286.29
1932,2016-04-16,8286.3
1933,2016-04-17,8286.310000000001
1934,2016-04-18,8286.349999999999
1935,2016-04-19,8286.24
1936,2016-04-20,8286.07
1937,2016-04-21,8285.560000000001
1938,2016-04-22,8286.009999999998
1939,2016-04-23,8286.34
1940,2016-04-24,8286.52
1941,2016-04-25,8286.45
1942,2016-04-26,8286.15
1943,2016-04-27,8286.26
1944,2016-04-28,8286.240000000002
1945,2016-04-29,8286.369999999999
1946,2016-04-30,8286.119999999999
1947,2016-05-01,8285.93
1948,2016-05-02,8285.83
1949,2016-05-03,8285.95
1950,2016-05-04,8286.05
1951,2016-05-05,8286.18
1952,2016-05-06,8286.009999999998
1953,2016-05-07,8286.08
1954,2016-05-08,8285.92
1955,2016-05-09,8285.939999999999
1956,2016-05-10,8285.71
1957,2016-05-11,8285.66
1958,2016-05-12,8285.54
1959,2016-05-13,8285.5
1960,2016-05-14,8285.65
1961,2016-05-15,8285.75
1962,2016-05-16,8285.580000000002
1963,2016-05-17,8285.54
1964,2016-05-18,8285.619999999999
1965,2016-05-19,8285.83
1966,2016-05-20,8285.55
1967,2016-05-21,8285.32
1968,2016-05-22,8285.29
1969,2016-05-23,8285.4
1970,2016-05-24,8285.380000000001
1971,2016-05-25,8285.39
1972,2016-05-26,8285.41
1973,2016-05-27,8285.439999999999
1974,2016-05-28,8285.33
1975,2016-05-29,8285.21
1976,2016-05-30,8285.17
1977,2016-05-31,8285.14
1978,2016-06-01,8285.03
1979,2016-06-02,8285.01
1980,2016-06-03,8284.96
1981,2016-06-04,8284.89
1982,2016-06-05,8284.69
1983,2016-06-06,8284.75
1984,2016-06-07,8284.560000000001
1985,2016-06-08,8284.64
1986,2016-06-09,8284.529999999999
1987,2016-06-10,8284.619999999999
1988,2016-06-11,8284.46
1989,2016-06-12,8284.3
1990,2016-06-13,8284.349999999999
1991,2016-06-14,8284.130000000001
1992,2016-06-15,8283.88
1993,2016-06-16,8283.8
1994,2016-06-17,8283.61
1995,2016-06-18,8283.85
1996,2016-06-19,8283.880000000001
1997,2016-06-20,8283.92
1998,2016-06-21,8283.810000000001
1999,2016-06-22,8283.849999999999
2000,2016-06-23,8283.83
2001,2016-06-24,8283.74
2002,2016-06-25,8283.619999999999
2003,2016-06-26,8283.51
2004,2016-06-27,8283.45
2005,2016-06-28,8283.45
2006,2016-06-29,8283.44
2007,2016-06-30,8283.26
2008,2016-07-01,8283.11
2009,2016-07-02,8282.92
2010,2016-07-03,8282.939999999999
2011,2016-07-04,8282.8
2012,2016-07-05,8282.74
2013,2016-07-06,8282.59
2014,2016-07-07,8282.49
2015,2016-07-08,8282.32
2016,2016-07-09,8282.34
2017,2016-07-10,8282.33
2018,2016-07-11,8282.16
2019,2016-07-12,8282.14
2020,2016-07-13,8282.08
2021,2016-07-14,8282.029999999999
2022,2016-07-15,8282.029999999999
2023,2016-07-16,8281.89
2024,2016-07-17,8281.81
2025,2016-07-18,8281.56
2026,2016-07-19,8281.66
2027,2016-07-20,8281.43
2028,2016-07-21,8281.42
2029,2016-07-22,8281.39
2030,2016-07-23,8281.27
2031,2016-07-24,8281.119999999999
2032,2016-07-25,8281.01
2033,2016-07-26,8280.97
2034,2016-07-27,8280.970000000001
2035,2016-07-28,8280.869999999999
2036,2016-07-29,8280.7
2037,2016-07-30,8280.630000000001
2038,2016-07-31,8280.58
2039,2016-08-01,8280.33
2040,2016-08-02,8280.31
2041,2016-08-03,8280.39
2042,2016-08-04,8280.14
2043,2016-08-05,8280.05
2044,2016-08-06,8279.9
2045,2016-08-07,8279.84
2046,2016-08-08,8279.77
2047,2016-08-09,8279.64
2048,2016-08-10,8279.560000000001
2049,2016-08-11,8279.419999999998
2050,2016-08-12,8279.33
2051,2016-08-13,8279.279999999999
2052,2016-08-14,8279.32
2053,2016-08-15,8279.26
2054,2016-08-16,8278.990000000002
2055,2016-08-17,8279.08
2056,2016-08-18,8278.9
2057,2016-08-19,8278.83
2058,2016-08-20,8278.529999999999
2059,2016-08-21,8278.38
2060,2016-08-22,8278.34
2061,2016-08-23,8278.2
2062,2016-08-24,8278.21
2063,2016-08-25,8278.19
2064,2016-08-26,8277.82
2065,2016-08-27,8277.67
2066,2016-08-28,8277.44
2067,2016-08-29,8277.29
2068,2016-08-30,8277.46
2069,2016-08-31,8277.54
2070,2016-09-01,8277.33
2071,2016-09-02,8277.349999999999
2072,2016-09-03,8277.220000000001
2073,2016-09-04,8277.23
2074,2016-09-05,8277.09
2075,2016-09-06,8277.060000000001
2076,2016-09-07,8276.96
2077,2016-09-08,8276.96
2078,2016-09-09,8276.93
2079,2016-09-10,8276.75
2080,2016-09-11,8276.71
2081,2016-09-12,8276.99
2082,2016-09-13,8276.849999999999
2083,2016-09-14,8276.45
2084,2016-09-15,8276.55
2085,2016-09-16,8276.39
2086,2016-09-17,8276.380000000001
2087,2016-09-18,8276.369999999999
2088,2016-09-19,8276.369999999999
2089,2016-09-20,8276.619999999999
2090,2016-09-21,8276.5
2091,2016-09-22,8276.4
2092,2016-09-23,8276.07
2093,2016-09-24,8276.23
2094,2016-09-25,8276.16
2095,2016-09-26,8276.19
2096,2016-09-27,8276.27
2097,2016-09-28,8276.189999999999
2098,2016-09-29,8276.02
2099,2016-09-30,8276.14
2100,2016-10-01,8275.99
2101,2016-10-02,8276.02
2102,2016-10-03,8275.8
2103,2016-10-04,8276.099999999999
2104,2016-10-05,8276.11
2105,2016-10-06,8276.02
2106,2016-10-07,8276.14
2107,2016-10-08,8276.150000000001
2108,2016-10-09,8276.11
2109,2016-10-10,8276.15
2110,2016-10-11,8276.189999999999
2111,2016-10-12,8275.95
2112,2016-10-13,8274.96
2113,2016-10-14,8275.93
2114,2016-10-15,8275.68
2115,2016-10-16,8275.93
2116,2016-10-17,8276.34
2117,2016-10-18,8276.56
2118,2016-10-19,8276.689999999999
2119,2016-10-20,8276.68
2120,2016-10-21,8276.720000000001
2121,2016-10-22,8276.71
2122,2016-10-23,8275.98
2123,2016-10-24,8276.16
2124,2016-10-25,8276.380000000001
2125,2016-10-26,8276.03
2126,2016-10-27,8276.74
2127,2016-10-28,8276.93
2128,2016-10-29,8277.130000000001
2129,2016-10-30,8276.83
2130,2016-10-31,8277.1
2131,2016-11-01,8277.130000000001
2132,2016-11-02,8277.27
2133,2016-11-03,8277.310000000001
2134,2016-11-04,8277.36
2135,2016-11-05,8277.11
2136,2016-11-06,8277.279999999999
2137,2016-11-07,8277.419999999998
2138,2016-11-08,8277.43
2139,2016-11-09,8277.43
2140,2016-11-10,8277.45
2141,2016-11-11,8276.84
2142,2016-11-12,8277.41
2143,2016-11-13,8277.31
2144,2016-11-14,8277.13
2145,2016-11-15,8277.74
2146,2016-11-16,8277.689999999999
2147,2016-11-17,8277.650000000001
2148,2016-11-18,8277.08
2149,2016-11-19,8277.279999999999
2150,2016-11-20,8277.630000000001
2151,2016-11-21,8277.720000000001
2152,2016-11-22,8277.619999999999
2153,2016-11-23,8277.69
2154,2016-11-24,8277.43
2155,2016-11-25,8277.67
2156,2016-11-26,8277.92
2157,2016-11-27,8277.900000000001
2158,2016-11-28,8278.41
2159,2016-11-29,8278.11
2160,2016-11-30,8278.369999999999
2161,2016-12-01,8278.439999999999
2162,2016-12-02,8278.34
2163,2016-12-03,8278.33
2164,2016-12-04,8278.58
2165,2016-12-05,8278.509999999998
2166,2016-12-06,8278.67
2167,2016-12-07,8278.68
2168,2016-12-08,8278.62
2169,2016-12-09,8278.59
2170,2016-12-10,8278.869999999999
2171,2016-12-11,8278.83
2172,2016-12-12,8278.98
2173,2016-12-13,8279.1
2174,2016-12-14,8279.07
2175,2016-12-15,8279.61
2176,2016-12-16,8279.68
2177,2016-12-17,8279.61
2178,2016-12-18,8279.68
2179,2016-12-19,8279.71
2180,2016-12-20,8279.8
2181,2016-12-21,8279.880000000001
2182,2016-12-22,8279.86
2183,2016-12-23,8279.84
2184,2016-12-24,8279.79
2185,2016-12-25,8279.77
2186,2016-12-26,8279.7
2187,2016-12-27,8279.67
2188,2016-12-28,8279.68
2189,2016-12-29,8279.720000000001
2190,2016-12-30,8279.8
2191,2016-12-31,8279.75
2192,2017-01-01,8279.81
2193,2017-01-02,8279.85
2194,2017-01-03,8279.98
2195,2017-01-04,8280.130000000001
2196,2017-01-05,8280.14
2197,2017-01-06,8280.119999999999
2198,2017-01-07,8280.259999999998
2199,2017-01-08,8280.45
2200,2017-01-09,8280.54
2201,2017-01-10,8280.68
2202,2017-01-11,8280.810000000001
2203,2017-01-12,8280.89
2204,2017-01-13,8280.939999999999
2205,2017-01-14,8280.99
2206,2017-01-15,8281.04
2207,2017-01-16,8281.07
2208,2017-01-17,8281.07
2209,2017-01-18,8281.14
2210,2017-01-19,8281.24
2211,2017-01-20,8281.29
2212,2017-01-21,8281.33
2213,2017-01-22,8281.470000000001
2214,2017-01-23,8281.5
2215,2017-01-24,8281.54
2216,2017-01-25,8281.57
2217,2017-01-26,8281.57
2218,2017-01-27,8281.6
2219,2017-01-28,8281.64
2220,2017-01-29,8281.65
2221,2017-01-30,8281.68
2222,2017-01-31,8281.72
2223,2017-02-01,8281.8
2224,2017-02-02,8281.83
2225,2017-02-03,8281.9
2226,2017-02-04,8281.99
2227,2017-02-05,8282.07
2228,2017-02-06,8282.21
2229,2017-02-07,8282.45
2230,2017-02-08,8282.599999999999
2231,2017-02-09,8282.77
2232,2017-02-10,8282.939999999999
2233,2017-02-11,8283.0
2234,2017-02-12,8283.130000000001
2235,2017-02-13,8283.310000000001
2236,2017-02-14,8283.49
2237,2017-02-15,8283.59
2238,2017-02-16,8283.84
2239,2017-02-17,8284.060000000001
2240,2017-02-18,8284.21
2241,2017-02-19,8284.27
2242,2017-02-20,8284.49
2243,2017-02-21,8284.84
2244,2017-02-22,8285.05
2245,2017-02-23,8284.939999999999
2246,2017-02-24,8284.77
2247,2017-02-25,8284.8
2248,2017-02-26,8284.75
2249,2017-02-27,8284.7
2250,2017-02-28,8284.740000000002
2251,2017-03-01,8284.73
2252,2017-03-02,8284.75
2253,2017-03-03,8284.689999999999
2254,2017-03-04,8285.1
2255,2017-03-05,8284.86
2256,2017-03-06,8284.89
2257,2017-03-07,8284.82
2258,2017-03-08,8284.98
2259,2017-03-09,8285.1
2260,2017-03-10,8285.25
2261,2017-03-11,8285.25
2262,2017-03-12,8285.23
2263,2017-03-13,8285.23
2264,2017-03-14,8285.130000000001
2265,2017-03-15,8285.01
2266,2017-03-16,8285.14
2267,2017-03-17,8285.06
2268,2017-03-18,8285.03
2269,2017-03-19,8285.14
2270,2017-03-20,8284.66
2271,2017-03-21,8284.89
2272,2017-03-22,8285.32
2273,2017-03-23,8284.689999999999
2274,2017-03-24,8285.05
2275,2017-03-25,8285.17
2276,2017-03-26,8285.29
2277,2017-03-27,8285.380000000001
2278,2017-03-28,8285.19
2279,2017-03-29,8285.29
2280,2017-03-30,8285.85
2281,2017-03-31,8285.49
2282,2017-04-01,8285.5
2283,2017-04-02,8285.76
2284,2017-04-03,8285.49
2285,2017-04-04,8285.34
2286,2017-04-05,8285.32
2287,2017-04-06,8284.39
2288,2017-04-07,8285.41
2289,2017-04-08,8285.75
2290,2017-04-09,8285.5
2291,2017-04-10,8285.71
2292,2017-04-11,8285.25
2293,2017-04-12,8285.49
2294,2017-04-13,8285.86
2295,2017-04-14,8285.73
2296,2017-04-15,8285.61
2297,2017-04-16,8285.41
2298,2017-04-17,8285.380000000001
2299,2017-04-18,8285.400000000001
2300,2017-04-19,8285.23
2301,2017-04-20,8285.57
2302,2017-04-21,8285.52
2303,2017-04-22,8285.68
2304,2017-04-23,8285.54
2305,2017-04-24,8285.630000000001
2306,2017-04-25,8285.72
2307,2017-04-26,8285.89
2308,2017-04-27,8286.029999999999
2309,2017-04-28,8285.95
2310,2017-04-29,8285.89
2311,2017-04-30,8285.83
2312,2017-05-01,8285.7
2313,2017-05-02,8285.74
2314,2017-05-03,8285.75
2315,2017-05-04,8285.689999999999
2316,2017-05-05,8285.98
2317,2017-05-06,8286.119999999999
2318,2017-05-07,8285.9
2319,2017-05-08,8285.75
2320,2017-05-09,8285.56
2321,2017-05-10,8285.4
2322,2017-05-11,8285.39
2323,2017-05-12,8285.57
2324,2017-05-13,8285.5
2325,2017-05-14,8285.650000000001
2326,2017-05-15,8285.45
2327,2017-05-16,8285.61
2328,2017-05-17,8285.560000000001
2329,2017-05-18,8285.43
2330,2017-05-19,8285.43
2331,2017-05-20,8285.490000000002
2332,2017-05-21,8285.34
2333,2017-05-22,8285.19
2334,2017-05-23,8285.17
2335,2017-05-24,8285.25
2336,2017-05-25,8285.0
2337,2017-05-26,8284.98
2338,2017-05-27,8284.91
2339,2017-05-28,8284.77
2340,2017-05-29,8284.75
2341,2017-05-30,8284.86
2342,2017-05-31,8284.61
2343,2017-06-01,8284.74
2344,2017-06-02,8284.74
2345,2017-06-03,8284.6
2346,2017-06-04,8284.71
2347,2017-06-05,8284.69
2348,2017-06-06,8284.5
2349,2017-06-07,8283.95
2350,2017-06-08,8284.130000000001
2351,2017-06-09,8284.41
2352,2017-06-10,8284.35
2353,2017-06-11,8284.61
2354,2017-06-12,8284.48
2355,2017-06-13,8284.220000000001
2356,2017-06-14,8284.18
2357,2017-06-15,8284.05
2358,2017-06-16,8284.2
2359,2017-06-17,8284.12
2360,2017-06-18,8284.18
2361,2017-06-19,8284.17
2362,2017-06-20,8284.21
2363,2017-06-21,8284.1
2364,2017-06-22,8284.130000000001
2365,2017-06-23,8284.0
2366,2017-06-24,8283.89
2367,2017-06-25,8283.68
2368,2017-06-26,8283.64
2369,2017-06-27,8283.57
2370,2017-06-28,8283.54
2371,2017-06-29,8283.52
2372,2017-06-30,8283.41
2373,2017-07-01,8283.349999999999
2374,2017-07-02,8283.27
2375,2017-07-03,8283.119999999999
2376,2017-07-04,8282.83
2377,2017-07-05,8282.779999999999
2378,2017-07-06,8282.75
2379,2017-07-07,8282.720000000001
2380,2017-07-08,8282.720000000001
2381,2017-07-09,8282.62
2382,2017-07-10,8282.52
2383,2017-07-11,8282.43
2384,2017-07-12,8282.27
2385,2017-07-13,8282.27
2386,2017-07-14,8282.24
2387,2017-07-15,8282.11
2388,2017-07-16,8281.94
2389,2017-07-17,8281.849999999999
2390,2017-07-18,8281.689999999999
2391,2017-07-19,8281.69
2392,2017-07-20,8281.630000000001
2393,2017-07-21,8281.68
2394,2017-07-22,8281.529999999999
2395,2017-07-23,8281.400000000001
2396,2017-07-24,8280.89
2397,2017-07-25,8281.060000000001
2398,2017-07-26,8281.05
2399,2017-07-27,8281.029999999999
2400,2017-07-28,8281.07
2401,2017-07-29,8281.060000000001
2402,2017-07-30,8281.04
2403,2017-07-31,8280.939999999999
2404,2017-08-01,8280.83
2405,2017-08-02,8280.72
2406,2017-08-03,8280.560000000001
2407,2017-08-04,8280.41
2408,2017-08-05,8280.25
2409,2017-08-06,8280.189999999999
2410,2017-08-07,8280.15
2411,2017-08-08,8280.2
2412,2017-08-09,8280.16
2413,2017-08-10,8280.009999999998
2414,2017-08-11,8280.119999999999
2415,2017-08-12,8280.02
2416,2017-08-13,8280.12
2417,2017-08-14,8279.98
2418,2017-08-15,8279.98
2419,2017-08-16,8279.95
2420,2017-08-17,8279.79
2421,2017-08-18,8279.740000000002
2422,2017-08-19,8279.939999999999
2423,2017-08-20,8279.740000000002
2424,2017-08-21,8279.5
2425,2017-08-22,8279.46
2426,2017-08-23,8279.42
2427,2017-08-24,8279.48
2428,2017-08-25,8279.509999999998
2429,2017-08-26,8279.27
2430,2017-08-27,8279.21
2431,2017-08-28,8279.099999999999
2432,2017-08-29,8278.970000000001
2433,2017-08-30,8279.0
2434,2017-08-31,8278.9
2435,2017-09-01,8278.880000000001
2436,2017-09-02,8278.779999999999
2437,2017-09-03,8278.73
2438,2017-09-04,8278.77
2439,2017-09-05,8278.31
2440,2017-09-06,8278.560000000001
2441,2017-09-07,8278.470000000001
2442,2017-09-08,8278.470000000001
2443,2017-09-09,8278.439999999999
2444,2017-09-10,8278.599999999999
2445,2017-09-11,8278.560000000001
2446,2017-09-12,8278.279999999999
2447,2017-09-13,8278.2
2448,2017-09-14,8278.46
2449,2017-09-15,8278.19
2450,2017-09-16,8277.98
2451,2017-09-17,8277.78
2452,2017-09-18,8277.8
2453,2017-09-19,8277.59
2454,2017-09-20,8277.92
2455,2017-09-21,8277.93
2456,2017-09-22,8278.0
2457,2017-09-23,8277.939999999999
2458,2017-09-24,8277.85
2459,2017-09-25,8277.81
2460,2017-09-26,8277.77
2461,2017-09-27,8277.7
2462,2017-09-28,8277.630000000001
2463,2017-09-29,8277.73
2464,2017-09-30,8277.869999999999
2465,2017-10-01,8277.66
2466,2017-10-02,8277.76
2467,2017-10-03,8277.76
2468,2017-10-04,8277.470000000001
2469,2017-10-05,8277.49
2470,2017-10-06,8277.39
2471,2017-10-07,8277.849999999999
2472,2017-10-08,8277.52
2473,2017-10-09,8277.41
2474,2017-10-10,8277.61
2475,2017-10-11,8277.509999999998
2476,2017-10-12,8277.369999999999
2477,2017-10-13,8277.439999999999
2478,2017-10-14,8277.55
2479,2017-10-15,8277.45
2480,2017-10-16,8277.39
2481,2017-10-17,8277.41
2482,2017-10-18,8277.4
2483,2017-10-19,8277.3
2484,2017-10-20,8277.34
2485,2017-10-21,8277.130000000001
2486,2017-10-22,8277.52
2487,2017-10-23,8277.77
2488,2017-10-24,8277.75
2489,2017-10-25,8277.74
2490,2017-10-26,8277.86
2491,2017-10-27,8277.849999999999
2492,2017-10-28,8277.779999999999
2493,2017-10-29,8278.09
2494,2017-10-30,8278.5
2495,2017-10-31,8277.79
2496,2017-11-01,8277.720000000001
2497,2017-11-02,8277.51
2498,2017-11-03,8277.79
2499,2017-11-04,8277.849999999999
2500,2017-11-05,8277.7
2501,2017-11-06,8277.849999999999
2502,2017-11-07,8277.92
2503,2017-11-08,8277.23
2504,2017-11-09,8277.66
2505,2017-11-10,8277.86
2506,2017-11-11,8277.98
2507,2017-11-12,8277.400000000001
2508,2017-11-13,8278.05
2509,2017-11-14,8277.96
2510,2017-11-15,8277.68
2511,2017-11-16,8278.240000000002
2512,2017-11-17,8278.34
2513,2017-11-18,8278.29
2514,2017-11-19,8278.17
2515,2017-11-20,8278.19
2516,2017-11-21,8278.42
2517,2017-11-22,8278.52
2518,2017-11-23,8278.58
2519,2017-11-24,8278.74
2520,2017-11-25,8278.17
2521,2017-11-26,8278.56
2522,2017-11-27,8278.97
2523,2017-11-28,8279.01
2524,2017-11-29,8279.220000000001
2525,2017-11-30,8279.119999999999
2526,2017-12-01,8279.189999999999
2527,2017-12-02,8279.41
2528,2017-12-03,8279.4
2529,2017-12-04,8279.4
2530,2017-12-05,8279.52
2531,2017-12-06,8279.51
2532,2017-12-07,8279.53
2533,2017-12-08,8279.51
2534,2017-12-09,8279.54
2535,2017-12-10,8279.57
2536,2017-12-11,8279.619999999999
2537,2017-12-12,8279.64
2538,2017-12-13,8279.66
2539,2017-12-14,8279.71
2540,2017-12-15,8279.76
2541,2017-12-16,8279.79
2542,2017-12-17,8279.83
2543,2017-12-18,8279.869999999999
2544,2017-12-19,8280.029999999999
2545,2017-12-20,8280.01
2546,2017-12-21,8280.0
2547,2017-12-22,8279.99
2548,2017-12-23,8280.05
2549,2017-12-24,8280.09
2550,2017-12-25,8280.119999999999
2551,2017-12-26,8280.119999999999
2552,2017-12-27,8280.12
2553,2017-12-28,8280.16
2554,2017-12-29,8280.07
2555,2017-12-30,8280.33
2556,2017-12-31,8280.39
2557,2018-01-01,8280.41
