,datetime,LAKE_TAHOE_A_TAHOE_CITY_CA.
2063,2016-08-25,3.31
2064,2016-08-26,3.29
2065,2016-08-27,3.28
2066,2016-08-28,3.26
2067,2016-08-29,3.26
2068,2016-08-30,3.24
2069,2016-08-31,3.21
2070,2016-09-01,3.18
2071,2016-09-02,3.16
2072,2016-09-03,3.13
2073,2016-09-04,3.11
2074,2016-09-05,3.09
2075,2016-09-06,3.07
2076,2016-09-07,3.05
2077,2016-09-08,3.06
2078,2016-09-09,3.04
2079,2016-09-10,3.03
2080,2016-09-11,3.01
2081,2016-09-12,3.0
2082,2016-09-13,2.95
2083,2016-09-14,2.93
2084,2016-09-15,2.94
2085,2016-09-16,2.92
2086,2016-09-17,2.9
2087,2016-09-18,2.9
2088,2016-09-19,2.88
2089,2016-09-20,2.86
2090,2016-09-21,2.83
2091,2016-09-22,2.77
2092,2016-09-23,2.79
2093,2016-09-24,2.76
2094,2016-09-25,2.75
2095,2016-09-26,2.75
2096,2016-09-27,2.72
2097,2016-09-28,2.72
2098,2016-09-29,2.71
2099,2016-09-30,2.67
2100,2016-10-01,2.64
2101,2016-10-02,2.66
2102,2016-10-03,2.59
2103,2016-10-04,2.59
2104,2016-10-05,2.56
2105,2016-10-06,2.56
2106,2016-10-07,2.55
2107,2016-10-08,2.54
2108,2016-10-09,2.54
2109,2016-10-10,2.51
2110,2016-10-11,2.5
2111,2016-10-12,2.5
2112,2016-10-13,2.47
2113,2016-10-14,2.56
2114,2016-10-15,2.55
2115,2016-10-16,2.72
2116,2016-10-17,2.74
2117,2016-10-18,2.75
2118,2016-10-19,2.75
2119,2016-10-20,2.76
2120,2016-10-21,2.74
2121,2016-10-22,2.74
2122,2016-10-23,2.72
2123,2016-10-24,2.71
2124,2016-10-25,2.7
2125,2016-10-26,2.69
2126,2016-10-27,2.75
2127,2016-10-28,2.8
2128,2016-10-29,2.8
2129,2016-10-30,2.85
2130,2016-10-31,2.87
2131,2016-11-01,2.89
2132,2016-11-02,2.88
2133,2016-11-03,2.89
2134,2016-11-04,2.89
2135,2016-11-05,2.88
2136,2016-11-06,2.88
2137,2016-11-07,2.88
2138,2016-11-08,2.89
2139,2016-11-09,2.89
2140,2016-11-10,2.9
2141,2016-11-11,2.88
2142,2016-11-12,2.88
2143,2016-11-13,2.88
2144,2016-11-14,2.87
2145,2016-11-15,2.86
2146,2016-11-16,2.85
2147,2016-11-17,2.82
2148,2016-11-18,2.79
2149,2016-11-19,2.8
2150,2016-11-20,2.83
2151,2016-11-21,2.83
2152,2016-11-22,2.84
2153,2016-11-23,2.84
2154,2016-11-24,2.81
2155,2016-11-25,2.79
2156,2016-11-26,2.79
2157,2016-11-27,2.82
2158,2016-11-28,2.81
2159,2016-11-29,2.8
2160,2016-11-30,2.78
2161,2016-12-01,2.77
2162,2016-12-02,2.75
2163,2016-12-03,2.74
2164,2016-12-04,2.74
2165,2016-12-05,2.73
2166,2016-12-06,2.7
2167,2016-12-07,2.72
2168,2016-12-08,2.72
2169,2016-12-09,2.71
2170,2016-12-10,3.0
2171,2016-12-11,3.01
2172,2016-12-12,3.01
2173,2016-12-13,3.02
2174,2016-12-14,3.03
2175,2016-12-15,3.2
2176,2016-12-16,3.24
2177,2016-12-17,3.26
2178,2016-12-18,3.26
2179,2016-12-19,3.26
2180,2016-12-20,3.27
2181,2016-12-21,3.28
2182,2016-12-22,3.27
2183,2016-12-23,3.31
2184,2016-12-24,3.32
2185,2016-12-25,3.31
2186,2016-12-26,3.31
2187,2016-12-27,3.31
2188,2016-12-28,3.31
2189,2016-12-29,3.31
2190,2016-12-30,3.31
2191,2016-12-31,3.3
2192,2017-01-01,3.29
2193,2017-01-02,3.31
2194,2017-01-03,3.41
2195,2017-01-04,3.63
2196,2017-01-05,3.65
2197,2017-01-06,3.66
2198,2017-01-07,3.71
2199,2017-01-08,4.04
2200,2017-01-09,4.23
2201,2017-01-10,4.53
2202,2017-01-11,4.59
2203,2017-01-12,4.63
2204,2017-01-13,4.63
2205,2017-01-14,4.64
2206,2017-01-15,4.65
2207,2017-01-16,4.65
2208,2017-01-17,4.66
2209,2017-01-18,4.79
2210,2017-01-19,4.81
2211,2017-01-20,4.88
2212,2017-01-21,4.9
2213,2017-01-22,5.06
2214,2017-01-23,5.07
2215,2017-01-24,5.06
2216,2017-01-25,5.06
2217,2017-01-26,5.06
2218,2017-01-27,5.06
2219,2017-01-28,5.06
2220,2017-01-29,5.07
2221,2017-01-30,5.08
2222,2017-01-31,5.08
2223,2017-02-01,5.07
2224,2017-02-02,5.09
2225,2017-02-03,5.18
2226,2017-02-04,5.16
2227,2017-02-05,5.2
2228,2017-02-06,5.27
2229,2017-02-07,5.43
2230,2017-02-08,5.61
2231,2017-02-09,5.87
2232,2017-02-10,6.1
2233,2017-02-11,6.15
2234,2017-02-12,6.17
2235,2017-02-13,6.19
2236,2017-02-14,6.21
2237,2017-02-15,6.23
2238,2017-02-16,6.29
2239,2017-02-17,6.32
2240,2017-02-18,6.33
2241,2017-02-19,6.34
2242,2017-02-20,6.64
2243,2017-02-21,6.76
2244,2017-02-22,6.78
2245,2017-02-23,6.79
2246,2017-02-24,6.79
2247,2017-02-25,6.78
2248,2017-02-26,6.79
2249,2017-02-27,6.79
2250,2017-02-28,6.78
2251,2017-03-01,6.78
2252,2017-03-02,6.78
2253,2017-03-03,6.79
2254,2017-03-04,6.79
2255,2017-03-05,6.89
2256,2017-03-06,6.88
2257,2017-03-07,6.88
2258,2017-03-08,6.88
2259,2017-03-09,6.88
2260,2017-03-10,6.87
2261,2017-03-11,6.88
2262,2017-03-12,6.88
2263,2017-03-13,6.88
2264,2017-03-14,6.88
2265,2017-03-15,6.88
2266,2017-03-16,6.9
2267,2017-03-17,6.91
2268,2017-03-18,6.92
2269,2017-03-19,6.93
2270,2017-03-20,6.95
2271,2017-03-21,7.05
2272,2017-03-22,7.08
2273,2017-03-23,7.09
2274,2017-03-24,7.13
2275,2017-03-25,7.14
2276,2017-03-26,7.15
2277,2017-03-27,7.17
2278,2017-03-28,7.17
2279,2017-03-29,7.16
2280,2017-03-30,7.23
2281,2017-03-31,7.21
2282,2017-04-01,7.22
2283,2017-04-02,7.24
2284,2017-04-03,7.24
2285,2017-04-04,7.24
2286,2017-04-05,7.24
2287,2017-04-06,7.31
2288,2017-04-07,7.44
2289,2017-04-08,7.47
2290,2017-04-09,7.47
2291,2017-04-10,7.48
2292,2017-04-11,7.49
2293,2017-04-12,7.5
2294,2017-04-13,7.58
2295,2017-04-14,7.58
2296,2017-04-15,7.58
2297,2017-04-16,7.62
2298,2017-04-17,7.62
2299,2017-04-18,7.67
2300,2017-04-19,7.67
2301,2017-04-20,7.68
2302,2017-04-21,7.68
2303,2017-04-22,7.68
2304,2017-04-23,7.66
2305,2017-04-24,7.68
2306,2017-04-25,7.69
2307,2017-04-26,7.67
2308,2017-04-27,7.67
2309,2017-04-28,7.69
2310,2017-04-29,7.66
2311,2017-04-30,7.65
2312,2017-05-01,7.65
2313,2017-05-02,7.66
2314,2017-05-03,7.68
2315,2017-05-04,7.71
2316,2017-05-05,7.75
2317,2017-05-06,7.87
2318,2017-05-07,7.93
2319,2017-05-08,7.94
2320,2017-05-09,7.97
2321,2017-05-10,7.99
2322,2017-05-11,8.03
2323,2017-05-12,8.03
2324,2017-05-13,8.06
2325,2017-05-14,8.07
2326,2017-05-15,8.08
2327,2017-05-16,8.08
2328,2017-05-17,8.09
2329,2017-05-18,8.09
2330,2017-05-19,8.09
2331,2017-05-20,8.1
2332,2017-05-21,8.12
2333,2017-05-22,8.14
2334,2017-05-23,8.16
2335,2017-05-24,8.19
2336,2017-05-25,8.23
2337,2017-05-26,8.27
2338,2017-05-27,8.3
2339,2017-05-28,8.32
2340,2017-05-29,8.35
2341,2017-05-30,8.39
2342,2017-05-31,8.41
2343,2017-06-01,8.44
2344,2017-06-02,8.47
2345,2017-06-03,8.5
2346,2017-06-04,8.52
2347,2017-06-05,8.56
2348,2017-06-06,8.58
2349,2017-06-07,8.58
2350,2017-06-08,8.62
2351,2017-06-09,8.61
2352,2017-06-10,8.59
2353,2017-06-11,8.62
2354,2017-06-12,8.61
2355,2017-06-13,8.61
2356,2017-06-14,8.62
2357,2017-06-15,8.63
2358,2017-06-16,8.65
2359,2017-06-17,8.67
2360,2017-06-18,8.7
2361,2017-06-19,8.73
2362,2017-06-20,8.76
2363,2017-06-21,8.77
2364,2017-06-22,8.82
2365,2017-06-23,8.84
2366,2017-06-24,8.86
2367,2017-06-25,8.89
2368,2017-06-26,8.88
2369,2017-06-27,8.9
2370,2017-06-28,8.88
2371,2017-06-29,8.91
2372,2017-06-30,8.91
2373,2017-07-01,8.92
2374,2017-07-02,8.92
2375,2017-07-03,8.92
2376,2017-07-04,8.93
2377,2017-07-05,8.94
2378,2017-07-06,8.96
2379,2017-07-07,8.97
2380,2017-07-08,8.97
2381,2017-07-09,8.97
2382,2017-07-10,8.96
2383,2017-07-11,8.96
2384,2017-07-12,8.97
2385,2017-07-13,8.97
2386,2017-07-14,8.97
2387,2017-07-15,8.97
2388,2017-07-16,8.97
2389,2017-07-17,8.96
2390,2017-07-18,8.94
2391,2017-07-19,8.92
2392,2017-07-20,8.92
2393,2017-07-21,8.92
2394,2017-07-22,8.93
2395,2017-07-23,8.92
2396,2017-07-24,8.92
2397,2017-07-25,8.91
2398,2017-07-26,8.9
2399,2017-07-27,8.9
2400,2017-07-28,8.9
2401,2017-07-29,8.9
2402,2017-07-30,8.9
2403,2017-07-31,8.9
2404,2017-08-01,8.9
2405,2017-08-02,8.89
2406,2017-08-03,8.88
2407,2017-08-04,8.86
2408,2017-08-05,8.87
2409,2017-08-06,8.86
2410,2017-08-07,8.84
2411,2017-08-08,8.84
2412,2017-08-09,8.83
2413,2017-08-10,8.81
2414,2017-08-11,8.8
2415,2017-08-12,8.78
2416,2017-08-13,8.75
2417,2017-08-14,8.74
2418,2017-08-15,8.73
2419,2017-08-16,8.72
2420,2017-08-17,8.71
2421,2017-08-18,8.7
2422,2017-08-19,8.71
2423,2017-08-20,8.7
2424,2017-08-21,8.68
2425,2017-08-22,8.68
2426,2017-08-23,8.67
2427,2017-08-24,8.65
2428,2017-08-25,8.64
2429,2017-08-26,8.63
2430,2017-08-27,8.63
2431,2017-08-28,8.6
2432,2017-08-29,8.6
2433,2017-08-30,8.59
2434,2017-08-31,8.57
2435,2017-09-01,8.56
2436,2017-09-02,8.55
2437,2017-09-03,8.54
2438,2017-09-04,8.53
2439,2017-09-05,8.54
2440,2017-09-06,8.52
2441,2017-09-07,8.51
2442,2017-09-08,8.53
2443,2017-09-09,8.51
2444,2017-09-10,8.51
2445,2017-09-11,8.5
2446,2017-09-12,8.5
2447,2017-09-13,8.52
2448,2017-09-14,8.49
2449,2017-09-15,8.48
2450,2017-09-16,8.45
2451,2017-09-17,8.42
2452,2017-09-18,8.37
2453,2017-09-19,8.34
2454,2017-09-20,8.32
2455,2017-09-21,8.31
2456,2017-09-22,8.32
2457,2017-09-23,8.28
2458,2017-09-24,8.28
2459,2017-09-25,8.25
2460,2017-09-26,8.24
2461,2017-09-27,8.21
2462,2017-09-28,8.19
2463,2017-09-29,8.18
2464,2017-09-30,8.17
2465,2017-10-01,8.16
2466,2017-10-02,8.14
2467,2017-10-03,8.1
2468,2017-10-04,8.1
2469,2017-10-05,8.07
2470,2017-10-06,8.09
2471,2017-10-07,8.06
2472,2017-10-08,8.08
2473,2017-10-09,8.02
2474,2017-10-10,8.0
2475,2017-10-11,7.99
2476,2017-10-12,7.96
2477,2017-10-13,7.96
2478,2017-10-14,7.94
2479,2017-10-15,7.94
2480,2017-10-16,7.93
2481,2017-10-17,7.93
2482,2017-10-18,7.92
2483,2017-10-19,7.89
2484,2017-10-20,7.94
2485,2017-10-21,7.91
2486,2017-10-22,7.93
2487,2017-10-23,7.92
2488,2017-10-24,7.92
2489,2017-10-25,7.91
2490,2017-10-26,7.91
2491,2017-10-27,7.91
2492,2017-10-28,7.91
2493,2017-10-29,7.91
2494,2017-10-30,7.9
2495,2017-10-31,7.9
2496,2017-11-01,7.88
2497,2017-11-02,7.86
2498,2017-11-03,7.86
2499,2017-11-04,7.85
2500,2017-11-05,7.81
2501,2017-11-06,7.81
2502,2017-11-07,7.79
2503,2017-11-08,7.77
2504,2017-11-09,7.82
2505,2017-11-10,7.79
2506,2017-11-11,7.78
2507,2017-11-12,7.76
2508,2017-11-13,7.79
2509,2017-11-14,7.77
2510,2017-11-15,7.85
2511,2017-11-16,8.12
2512,2017-11-17,8.13
2513,2017-11-18,8.12
2514,2017-11-19,8.1
2515,2017-11-20,8.13
2516,2017-11-21,8.12
2517,2017-11-22,8.1
2518,2017-11-23,8.12
2519,2017-11-24,8.09
2520,2017-11-25,8.1
2521,2017-11-26,8.09
2522,2017-11-27,8.14
2523,2017-11-28,8.11
2524,2017-11-29,8.09
2525,2017-11-30,8.09
2526,2017-12-01,8.06
2527,2017-12-02,8.02
2528,2017-12-03,8.04
2529,2017-12-04,8.0
2530,2017-12-05,7.96
2531,2017-12-06,7.93
2532,2017-12-07,7.92
2533,2017-12-08,7.91
2534,2017-12-09,7.9
2535,2017-12-10,7.89
2536,2017-12-11,7.88
2537,2017-12-12,7.87
2538,2017-12-13,7.86
2539,2017-12-14,7.87
2540,2017-12-15,7.86
2541,2017-12-16,7.85
2542,2017-12-17,7.81
2543,2017-12-18,7.8
2544,2017-12-19,7.8
2545,2017-12-20,7.8
2546,2017-12-21,7.78
2547,2017-12-22,7.77
2548,2017-12-23,7.76
2549,2017-12-24,7.75
2550,2017-12-25,7.76
2551,2017-12-26,7.75
2552,2017-12-27,7.76
2553,2017-12-28,7.75
2554,2017-12-29,7.74
2555,2017-12-30,7.75
2556,2017-12-31,7.75
2557,2018-01-01,7.74
