,datetime,UPPER_KLAMATH_LAKE_NR_K.FALLS(WEIGHT-MEAN_ELEV)_OR.
1894,2016-03-09,8286.99
1895,2016-03-10,8287.19
1896,2016-03-11,8287.29
1897,2016-03-12,8287.41
1898,2016-03-13,8287.58
1899,2016-03-14,8287.869999999999
1900,2016-03-15,8287.99
1901,2016-03-16,8287.91
1902,2016-03-17,8287.81
1903,2016-03-18,8287.77
1904,2016-03-19,8287.71
1905,2016-03-20,8287.630000000001
1906,2016-03-21,8287.65
1907,2016-03-22,8287.85
1908,2016-03-23,8287.85
1909,2016-03-24,8287.89
1910,2016-03-25,8287.89
1911,2016-03-26,8287.85
1912,2016-03-27,8287.89
1913,2016-03-28,8287.95
1914,2016-03-29,8287.99
1915,2016-03-30,8287.79
1916,2016-03-31,8287.75
1917,2016-04-01,8287.75
1918,2016-04-02,8287.75
1919,2016-04-03,8287.77
1920,2016-04-04,8287.83
1921,2016-04-05,8287.81
1922,2016-04-06,8287.85
1923,2016-04-07,8287.89
1924,2016-04-08,8287.95
1925,2016-04-09,8287.99
1926,2016-04-10,8288.03
1927,2016-04-11,8288.07
1928,2016-04-12,8288.15
1929,2016-04-13,8288.11
1930,2016-04-14,8288.15
1931,2016-04-15,8288.33
1932,2016-04-16,8288.33
1933,2016-04-17,8288.369999999999
1934,2016-04-18,8288.39
1935,2016-04-19,8288.380000000001
1936,2016-04-20,8288.32
1937,2016-04-21,8288.23
1938,2016-04-22,8288.2
1939,2016-04-23,8288.31
1940,2016-04-24,8288.369999999999
1941,2016-04-25,8288.39
1942,2016-04-26,8288.25
1943,2016-04-27,8288.27
1944,2016-04-28,8288.25
1945,2016-04-29,8288.23
1946,2016-04-30,8288.15
1947,2016-05-01,8288.05
1948,2016-05-02,8288.01
1949,2016-05-03,8288.01
1950,2016-05-04,8288.03
1951,2016-05-05,8288.05
1952,2016-05-06,8288.11
1953,2016-05-07,8288.03
1954,2016-05-08,8287.95
1955,2016-05-09,8287.93
1956,2016-05-10,8287.869999999999
1957,2016-05-11,8287.81
1958,2016-05-12,8287.77
1959,2016-05-13,8287.69
1960,2016-05-14,8287.67
1961,2016-05-15,8287.71
1962,2016-05-16,8287.65
1963,2016-05-17,8287.61
1964,2016-05-18,8287.59
1965,2016-05-19,8287.57
1966,2016-05-20,8287.53
1967,2016-05-21,8287.44
1968,2016-05-22,8287.43
1969,2016-05-23,8287.45
1970,2016-05-24,8287.45
1971,2016-05-25,8287.39
1972,2016-05-26,8287.380000000001
1973,2016-05-27,8287.369999999999
1974,2016-05-28,8287.32
1975,2016-05-29,8287.29
1976,2016-05-30,8287.24
1977,2016-05-31,8287.23
1978,2016-06-01,8287.16
1979,2016-06-02,8287.07
1980,2016-06-03,8287.01
1981,2016-06-04,8286.97
1982,2016-06-05,8286.869999999999
1983,2016-06-06,8286.84
1984,2016-06-07,8286.75
1985,2016-06-08,8286.65
1986,2016-06-09,8286.59
1987,2016-06-10,8286.49
1988,2016-06-11,8286.39
1989,2016-06-12,8286.31
1990,2016-06-13,8286.19
1991,2016-06-14,8286.11
1992,2016-06-15,8285.99
1993,2016-06-16,8285.869999999999
1994,2016-06-17,8285.84
1995,2016-06-18,8285.93
1996,2016-06-19,8285.95
1997,2016-06-20,8285.89
1998,2016-06-21,8285.869999999999
1999,2016-06-22,8285.85
2000,2016-06-23,8285.79
2001,2016-06-24,8285.73
2002,2016-06-25,8285.67
2003,2016-06-26,8285.59
2004,2016-06-27,8285.51
2005,2016-06-28,8285.43
2006,2016-06-29,8285.35
2007,2016-06-30,8285.25
2008,2016-07-01,8285.130000000001
2009,2016-07-02,8285.03
2010,2016-07-03,8284.939999999999
2011,2016-07-04,8284.869999999999
2012,2016-07-05,8284.79
2013,2016-07-06,8284.67
2014,2016-07-07,8284.59
2015,2016-07-08,8284.43
2016,2016-07-09,8284.41
2017,2016-07-10,8284.33
2018,2016-07-11,8284.25
2019,2016-07-12,8284.19
2020,2016-07-13,8284.130000000001
2021,2016-07-14,8284.07
2022,2016-07-15,8284.01
2023,2016-07-16,8283.92
2024,2016-07-17,8283.84
2025,2016-07-18,8283.73
2026,2016-07-19,8283.67
2027,2016-07-20,8283.59
2028,2016-07-21,8283.49
2029,2016-07-22,8283.43
2030,2016-07-23,8283.33
2031,2016-07-24,8283.25
2032,2016-07-25,8283.130000000001
2033,2016-07-26,8283.05
2034,2016-07-27,8282.97
2035,2016-07-28,8282.89
2036,2016-07-29,8282.79
2037,2016-07-30,8282.67
2038,2016-07-31,8282.57
2039,2016-08-01,8282.49
2040,2016-08-02,8282.35
2041,2016-08-03,8282.220000000001
2042,2016-08-04,8282.11
2043,2016-08-05,8281.99
2044,2016-08-06,8281.91
2045,2016-08-07,8281.81
2046,2016-08-08,8281.75
2047,2016-08-09,8281.67
2048,2016-08-10,8281.59
2049,2016-08-11,8281.51
2050,2016-08-12,8281.43
2051,2016-08-13,8281.35
2052,2016-08-14,8281.29
2053,2016-08-15,8281.21
2054,2016-08-16,8281.09
2055,2016-08-17,8280.95
2056,2016-08-18,8280.85
2057,2016-08-19,8280.71
2058,2016-08-20,8280.57
2059,2016-08-21,8280.43
2060,2016-08-22,8280.31
2061,2016-08-23,8280.19
2062,2016-08-24,8280.09
2063,2016-08-25,8279.99
2064,2016-08-26,8279.869999999999
2065,2016-08-27,8279.77
2066,2016-08-28,8279.69
2067,2016-08-29,8279.61
2068,2016-08-30,8279.55
2069,2016-08-31,8279.47
2070,2016-09-01,8279.41
2071,2016-09-02,8279.33
2072,2016-09-03,8279.27
2073,2016-09-04,8279.19
2074,2016-09-05,8279.09
2075,2016-09-06,8279.03
2076,2016-09-07,8278.99
2077,2016-09-08,8278.939999999999
2078,2016-09-09,8278.88
2079,2016-09-10,8278.81
2080,2016-09-11,8278.75
2081,2016-09-12,8278.71
2082,2016-09-13,8278.630000000001
2083,2016-09-14,8278.55
2084,2016-09-15,8278.49
2085,2016-09-16,8278.45
2086,2016-09-17,8278.41
2087,2016-09-18,8278.39
2088,2016-09-19,8278.39
2089,2016-09-20,8278.39
2090,2016-09-21,8278.369999999999
2091,2016-09-22,8278.31
2092,2016-09-23,8278.24
2093,2016-09-24,8278.25
2094,2016-09-25,8278.27
2095,2016-09-26,8278.27
2096,2016-09-27,8278.29
2097,2016-09-28,8278.29
2098,2016-09-29,8278.27
2099,2016-09-30,8278.27
2100,2016-10-01,8278.23
2101,2016-10-02,8278.21
2102,2016-10-03,8278.21
2103,2016-10-04,8278.23
2104,2016-10-05,8278.23
2105,2016-10-06,8278.27
2106,2016-10-07,8278.29
2107,2016-10-08,8278.29
2108,2016-10-09,8278.27
2109,2016-10-10,8278.23
2110,2016-10-11,8278.23
2111,2016-10-12,8278.21
2112,2016-10-13,8278.15
2113,2016-10-14,8278.369999999999
2114,2016-10-15,8278.41
2115,2016-10-16,8278.53
2116,2016-10-17,8278.61
2117,2016-10-18,8278.71
2118,2016-10-19,8278.75
2119,2016-10-20,8278.79
2120,2016-10-21,8278.81
2121,2016-10-22,8278.83
2122,2016-10-23,8278.83
2123,2016-10-24,8278.83
2124,2016-10-25,8278.91
2125,2016-10-26,8278.869999999999
2126,2016-10-27,8278.97
2127,2016-10-28,8279.07
2128,2016-10-29,8279.17
2129,2016-10-30,8279.27
2130,2016-10-31,8279.33
2131,2016-11-01,8279.369999999999
2132,2016-11-02,8279.39
2133,2016-11-03,8279.41
2134,2016-11-04,8279.43
2135,2016-11-05,8279.43
2136,2016-11-06,8279.47
2137,2016-11-07,8279.49
2138,2016-11-08,8279.51
2139,2016-11-09,8279.51
2140,2016-11-10,8279.51
2141,2016-11-11,8279.49
2142,2016-11-12,8279.53
2143,2016-11-13,8279.57
2144,2016-11-14,8279.59
2145,2016-11-15,8279.67
2146,2016-11-16,8279.75
2147,2016-11-17,8279.81
2148,2016-11-18,8279.79
2149,2016-11-19,8279.85
2150,2016-11-20,8279.93
2151,2016-11-21,8279.97
2152,2016-11-22,8279.99
2153,2016-11-23,8280.07
2154,2016-11-24,8280.130000000001
2155,2016-11-25,8280.15
2156,2016-11-26,8280.17
2157,2016-11-27,8280.23
2158,2016-11-28,8280.369999999999
2159,2016-11-29,8280.35
2160,2016-11-30,8280.39
2161,2016-12-01,8280.43
2162,2016-12-02,8280.47
2163,2016-12-03,8280.49
2164,2016-12-04,8280.51
2165,2016-12-05,8280.59
2166,2016-12-06,8280.630000000001
2167,2016-12-07,8280.67
2168,2016-12-08,8280.77
2169,2016-12-09,8280.83
2170,2016-12-10,8280.95
2171,2016-12-11,8281.03
2172,2016-12-12,8281.07
2173,2016-12-13,8281.130000000001
2174,2016-12-14,8281.369999999999
2175,2016-12-15,8281.57
2176,2016-12-16,8281.65
2177,2016-12-17,8281.71
2178,2016-12-18,8281.77
2179,2016-12-19,8281.81
2180,2016-12-20,8281.89
2181,2016-12-21,8281.93
2182,2016-12-22,8281.95
2183,2016-12-23,8281.91
2184,2016-12-24,8281.83
2185,2016-12-25,8281.79
2186,2016-12-26,8281.75
2187,2016-12-27,8281.71
2188,2016-12-28,8281.73
2189,2016-12-29,8281.75
2190,2016-12-30,8281.81
2191,2016-12-31,8281.85
2192,2017-01-01,8281.869999999999
2193,2017-01-02,8281.91
2194,2017-01-03,8281.97
2195,2017-01-04,8282.15
2196,2017-01-05,8282.17
2197,2017-01-06,8282.17
2198,2017-01-07,8282.27
2199,2017-01-08,8282.45
2200,2017-01-09,8282.57
2201,2017-01-10,8282.73
2202,2017-01-11,8282.85
2203,2017-01-12,8282.93
2204,2017-01-13,8282.97
2205,2017-01-14,8283.03
2206,2017-01-15,8283.09
2207,2017-01-16,8283.11
2208,2017-01-17,8283.15
2209,2017-01-18,8283.21
2210,2017-01-19,8283.31
2211,2017-01-20,8283.369999999999
2212,2017-01-21,8283.41
2213,2017-01-22,8283.51
2214,2017-01-23,8283.57
2215,2017-01-24,8283.59
2216,2017-01-25,8283.61
2217,2017-01-26,8283.65
2218,2017-01-27,8283.65
2219,2017-01-28,8283.69
2220,2017-01-29,8283.71
2221,2017-01-30,8283.75
2222,2017-01-31,8283.79
2223,2017-02-01,8283.85
2224,2017-02-02,8283.91
2225,2017-02-03,8284.01
2226,2017-02-04,8284.09
2227,2017-02-05,8284.17
2228,2017-02-06,8284.27
2229,2017-02-07,8284.51
2230,2017-02-08,8284.65
2231,2017-02-09,8284.85
2232,2017-02-10,8285.01
2233,2017-02-11,8285.05
2234,2017-02-12,8285.15
2235,2017-02-13,8285.33
2236,2017-02-14,8285.53
2237,2017-02-15,8285.69
2238,2017-02-16,8285.93
2239,2017-02-17,8286.07
2240,2017-02-18,8286.29
2241,2017-02-19,8286.47
2242,2017-02-20,8286.65
2243,2017-02-21,8286.93
2244,2017-02-22,8287.07
2245,2017-02-23,8287.03
2246,2017-02-24,8286.93
2247,2017-02-25,8286.91
2248,2017-02-26,8286.869999999999
2249,2017-02-27,8286.869999999999
2250,2017-02-28,8286.85
2251,2017-03-01,8286.81
2252,2017-03-02,8286.81
2253,2017-03-03,8286.85
2254,2017-03-04,8286.91
2255,2017-03-05,8287.01
2256,2017-03-06,8287.11
2257,2017-03-07,8287.15
2258,2017-03-08,8287.23
2259,2017-03-09,8287.29
2260,2017-03-10,8287.35
2261,2017-03-11,8287.35
2262,2017-03-12,8287.33
2263,2017-03-13,8287.31
2264,2017-03-14,8287.29
2265,2017-03-15,8287.25
2266,2017-03-16,8287.23
2267,2017-03-17,8287.19
2268,2017-03-18,8287.19
2269,2017-03-19,8287.23
2270,2017-03-20,8287.19
2271,2017-03-21,8287.23
2272,2017-03-22,8287.33
2273,2017-03-23,8287.31
2274,2017-03-24,8287.33
2275,2017-03-25,8287.369999999999
2276,2017-03-26,8287.369999999999
2277,2017-03-27,8287.39
2278,2017-03-28,8287.35
2279,2017-03-29,8287.31
2280,2017-03-30,8287.47
2281,2017-03-31,8287.47
2282,2017-04-01,8287.49
2283,2017-04-02,8287.53
2284,2017-04-03,8287.53
2285,2017-04-04,8287.53
2286,2017-04-05,8287.57
2287,2017-04-06,8287.49
2288,2017-04-07,8287.61
2289,2017-04-08,8287.75
2290,2017-04-09,8287.75
2291,2017-04-10,8287.79
2292,2017-04-11,8287.75
2293,2017-04-12,8287.77
2294,2017-04-13,8287.81
2295,2017-04-14,8287.75
2296,2017-04-15,8287.69
2297,2017-04-16,8287.61
2298,2017-04-17,8287.55
2299,2017-04-18,8287.55
2300,2017-04-19,8287.51
2301,2017-04-20,8287.57
2302,2017-04-21,8287.59
2303,2017-04-22,8287.61
2304,2017-04-23,8287.630000000001
2305,2017-04-24,8287.65
2306,2017-04-25,8287.71
2307,2017-04-26,8287.79
2308,2017-04-27,8287.85
2309,2017-04-28,8287.83
2310,2017-04-29,8287.81
2311,2017-04-30,8287.79
2312,2017-05-01,8287.75
2313,2017-05-02,8287.75
2314,2017-05-03,8287.75
2315,2017-05-04,8287.73
2316,2017-05-05,8287.75
2317,2017-05-06,8287.83
2318,2017-05-07,8287.73
2319,2017-05-08,8287.67
2320,2017-05-09,8287.630000000001
2321,2017-05-10,8287.59
2322,2017-05-11,8287.51
2323,2017-05-12,8287.53
2324,2017-05-13,8287.51
2325,2017-05-14,8287.51
2326,2017-05-15,8287.47
2327,2017-05-16,8287.43
2328,2017-05-17,8287.45
2329,2017-05-18,8287.41
2330,2017-05-19,8287.369999999999
2331,2017-05-20,8287.33
2332,2017-05-21,8287.27
2333,2017-05-22,8287.19
2334,2017-05-23,8287.130000000001
2335,2017-05-24,8287.09
2336,2017-05-25,8287.01
2337,2017-05-26,8286.93
2338,2017-05-27,8286.85
2339,2017-05-28,8286.83
2340,2017-05-29,8286.79
2341,2017-05-30,8286.73
2342,2017-05-31,8286.69
2343,2017-06-01,8286.67
2344,2017-06-02,8286.65
2345,2017-06-03,8286.61
2346,2017-06-04,8286.57
2347,2017-06-05,8286.51
2348,2017-06-06,8286.47
2349,2017-06-07,8286.369999999999
2350,2017-06-08,8286.35
2351,2017-06-09,8286.369999999999
2352,2017-06-10,8286.33
2353,2017-06-11,8286.35
2354,2017-06-12,8286.31
2355,2017-06-13,8286.25
2356,2017-06-14,8286.21
2357,2017-06-15,8286.15
2358,2017-06-16,8286.15
2359,2017-06-17,8286.11
2360,2017-06-18,8286.09
2361,2017-06-19,8286.05
2362,2017-06-20,8286.01
2363,2017-06-21,8285.99
2364,2017-06-22,8285.93
2365,2017-06-23,8285.85
2366,2017-06-24,8285.77
2367,2017-06-25,8285.71
2368,2017-06-26,8285.65
2369,2017-06-27,8285.59
2370,2017-06-28,8285.51
2371,2017-06-29,8285.43
2372,2017-06-30,8285.35
2373,2017-07-01,8285.27
2374,2017-07-02,8285.19
2375,2017-07-03,8285.11
2376,2017-07-04,8285.01
2377,2017-07-05,8284.89
2378,2017-07-06,8284.81
2379,2017-07-07,8284.75
2380,2017-07-08,8284.67
2381,2017-07-09,8284.57
2382,2017-07-10,8284.47
2383,2017-07-11,8284.39
2384,2017-07-12,8284.29
2385,2017-07-13,8284.21
2386,2017-07-14,8284.130000000001
2387,2017-07-15,8284.03
2388,2017-07-16,8283.93
2389,2017-07-17,8283.83
2390,2017-07-18,8283.73
2391,2017-07-19,8283.61
2392,2017-07-20,8283.53
2393,2017-07-21,8283.45
2394,2017-07-22,8283.369999999999
2395,2017-07-23,8283.29
2396,2017-07-24,8283.21
2397,2017-07-25,8283.15
2398,2017-07-26,8283.09
2399,2017-07-27,8283.05
2400,2017-07-28,8282.99
2401,2017-07-29,8282.91
2402,2017-07-30,8282.83
2403,2017-07-31,8282.77
2404,2017-08-01,8282.69
2405,2017-08-02,8282.630000000001
2406,2017-08-03,8282.53
2407,2017-08-04,8282.43
2408,2017-08-05,8282.33
2409,2017-08-06,8282.27
2410,2017-08-07,8282.21
2411,2017-08-08,8282.17
2412,2017-08-09,8282.130000000001
2413,2017-08-10,8282.09
2414,2017-08-11,8282.09
2415,2017-08-12,8282.03
2416,2017-08-13,8281.97
2417,2017-08-14,8281.93
2418,2017-08-15,8281.869999999999
2419,2017-08-16,8281.81
2420,2017-08-17,8281.73
2421,2017-08-18,8281.67
2422,2017-08-19,8281.61
2423,2017-08-20,8281.57
2424,2017-08-21,8281.49
2425,2017-08-22,8281.43
2426,2017-08-23,8281.39
2427,2017-08-24,8281.35
2428,2017-08-25,8281.31
2429,2017-08-26,8281.25
2430,2017-08-27,8281.17
2431,2017-08-28,8281.11
2432,2017-08-29,8281.05
2433,2017-08-30,8280.99
2434,2017-08-31,8280.91
2435,2017-09-01,8280.83
2436,2017-09-02,8280.79
2437,2017-09-03,8280.75
2438,2017-09-04,8280.69
2439,2017-09-05,8280.630000000001
2440,2017-09-06,8280.55
2441,2017-09-07,8280.53
2442,2017-09-08,8280.51
2443,2017-09-09,8280.45
2444,2017-09-10,8280.39
2445,2017-09-11,8280.35
2446,2017-09-12,8280.27
2447,2017-09-13,8280.23
2448,2017-09-14,8280.17
2449,2017-09-15,8280.11
2450,2017-09-16,8280.03
2451,2017-09-17,8279.99
2452,2017-09-18,8279.95
2453,2017-09-19,8279.89
2454,2017-09-20,8279.89
2455,2017-09-21,8279.89
2456,2017-09-22,8279.869999999999
2457,2017-09-23,8279.83
2458,2017-09-24,8279.79
2459,2017-09-25,8279.77
2460,2017-09-26,8279.75
2461,2017-09-27,8279.71
2462,2017-09-28,8279.69
2463,2017-09-29,8279.65
2464,2017-09-30,8279.630000000001
2465,2017-10-01,8279.57
2466,2017-10-02,8279.51
2467,2017-10-03,8279.53
2468,2017-10-04,8279.45
2469,2017-10-05,8279.43
2470,2017-10-06,8279.43
2471,2017-10-07,8279.43
2472,2017-10-08,8279.45
2473,2017-10-09,8279.43
2474,2017-10-10,8279.45
2475,2017-10-11,8279.43
2476,2017-10-12,8279.43
2477,2017-10-13,8279.43
2478,2017-10-14,8279.43
2479,2017-10-15,8279.41
2480,2017-10-16,8279.43
2481,2017-10-17,8279.45
2482,2017-10-18,8279.47
2483,2017-10-19,8279.47
2484,2017-10-20,8279.53
2485,2017-10-21,8279.630000000001
2486,2017-10-22,8279.69
2487,2017-10-23,8279.71
2488,2017-10-24,8279.73
2489,2017-10-25,8279.77
2490,2017-10-26,8279.77
2491,2017-10-27,8279.79
2492,2017-10-28,8279.79
2493,2017-10-29,8279.79
2494,2017-10-30,8279.89
2495,2017-10-31,8279.79
2496,2017-11-01,8279.77
2497,2017-11-02,8279.77
2498,2017-11-03,8279.79
2499,2017-11-04,8279.81
2500,2017-11-05,8279.869999999999
2501,2017-11-06,8279.869999999999
2502,2017-11-07,8279.91
2503,2017-11-08,8279.89
2504,2017-11-09,8279.99
2505,2017-11-10,8280.05
2506,2017-11-11,8280.07
2507,2017-11-12,8280.11
2508,2017-11-13,8280.130000000001
2509,2017-11-14,8280.17
2510,2017-11-15,8280.19
2511,2017-11-16,8280.25
2512,2017-11-17,8280.29
2513,2017-11-18,8280.33
2514,2017-11-19,8280.33
2515,2017-11-20,8280.43
2516,2017-11-21,8280.51
2517,2017-11-22,8280.57
2518,2017-11-23,8280.630000000001
2519,2017-11-24,8280.73
2520,2017-11-25,8280.77
2521,2017-11-26,8280.83
2522,2017-11-27,8280.99
2523,2017-11-28,8281.05
2524,2017-11-29,8281.130000000001
2525,2017-11-30,8281.17
2526,2017-12-01,8281.21
2527,2017-12-02,8281.27
2528,2017-12-03,8281.369999999999
2529,2017-12-04,8281.41
2530,2017-12-05,8281.47
2531,2017-12-06,8281.51
2532,2017-12-07,8281.53
2533,2017-12-08,8281.55
2534,2017-12-09,8281.59
2535,2017-12-10,8281.61
2536,2017-12-11,8281.630000000001
2537,2017-12-12,8281.67
2538,2017-12-13,8281.71
2539,2017-12-14,8281.75
2540,2017-12-15,8281.79
2541,2017-12-16,8281.83
2542,2017-12-17,8281.869999999999
2543,2017-12-18,8281.91
2544,2017-12-19,8281.95
2545,2017-12-20,8282.03
2546,2017-12-21,8282.05
2547,2017-12-22,8282.07
2548,2017-12-23,8282.09
2549,2017-12-24,8282.130000000001
2550,2017-12-25,8282.17
2551,2017-12-26,8282.19
2552,2017-12-27,8282.21
2553,2017-12-28,8282.25
2554,2017-12-29,8282.27
2555,2017-12-30,8282.33
2556,2017-12-31,8282.39
2557,2018-01-01,8282.45
