,datetime,SOUTH_FORK_TOLT_RESERVOIR_NEAR_CARNATION__WA.
1923,2016-04-07,1762.06
1924,2016-04-08,1762.28
1925,2016-04-09,1762.45
1926,2016-04-10,1762.5
1927,2016-04-11,1762.46
1928,2016-04-12,1762.48
1929,2016-04-13,1762.49
1930,2016-04-14,1762.48
1931,2016-04-15,1762.43
1932,2016-04-16,1762.31
1933,2016-04-17,1762.28
1934,2016-04-18,1762.22
1935,2016-04-19,1762.27
1936,2016-04-20,1762.33
1937,2016-04-21,1762.4
1938,2016-04-22,1762.44
1939,2016-04-23,1762.42
1940,2016-04-24,1762.51
1941,2016-04-25,1762.54
1942,2016-04-26,1762.47
1943,2016-04-27,1762.39
1944,2016-04-28,1762.28
1945,2016-04-29,1762.19
1946,2016-04-30,1762.11
1947,2016-05-01,1761.99
1948,2016-05-02,1761.89
1949,2016-05-03,1761.87
1950,2016-05-04,1761.77
1951,2016-05-05,1761.68
1952,2016-05-06,1761.54
1953,2016-05-07,1761.48
1954,2016-05-08,1761.38
1955,2016-05-09,1761.26
1956,2016-05-10,1761.09
1957,2016-05-11,1760.95
1958,2016-05-12,1760.72
1959,2016-05-13,1760.52
1960,2016-05-14,1760.39
1961,2016-05-15,1760.33
1962,2016-05-16,1760.24
1963,2016-05-17,1760.15
1964,2016-05-18,1759.94
1965,2016-05-19,1759.89
1966,2016-05-20,1759.81
1967,2016-05-21,1759.77
1968,2016-05-22,1759.98
1969,2016-05-23,1760.02
1970,2016-05-24,1759.98
1971,2016-05-25,1759.91
1972,2016-05-26,1759.82
1973,2016-05-27,1759.99
1974,2016-05-28,1760.16
1975,2016-05-29,1760.29
1976,2016-05-30,1760.28
1977,2016-05-31,1760.24
1978,2016-06-01,1760.16
1979,2016-06-02,1760.23
1980,2016-06-03,1760.15
1981,2016-06-04,1760.0
1982,2016-06-05,1759.92
1983,2016-06-06,1759.73
1984,2016-06-07,1759.59
1985,2016-06-08,1759.44
1986,2016-06-09,1759.25
1987,2016-06-10,1759.16
1988,2016-06-11,1759.08
1989,2016-06-12,1758.94
1990,2016-06-13,1758.8
1991,2016-06-14,1758.73
1992,2016-06-15,1758.64
1993,2016-06-16,1758.5
1994,2016-06-17,1758.4
1995,2016-06-18,1758.46
1996,2016-06-19,1758.43
1997,2016-06-20,1758.33
1998,2016-06-21,1758.3
1999,2016-06-22,1758.24
2000,2016-06-23,1758.2
2001,2016-06-24,1758.37
2002,2016-06-25,1758.44
2003,2016-06-26,1758.44
2004,2016-06-27,1758.3
2005,2016-06-28,1758.14
2006,2016-06-29,1757.94
2007,2016-06-30,1757.76
2008,2016-07-01,1757.62
2009,2016-07-02,1757.43
2010,2016-07-03,1757.25
2011,2016-07-04,1757.08
2012,2016-07-05,1756.92
2013,2016-07-06,1756.67
2014,2016-07-07,1756.5
2015,2016-07-08,1756.41
2016,2016-07-09,1756.53
2017,2016-07-10,1756.52
2018,2016-07-11,1756.4
2019,2016-07-12,1756.26
2020,2016-07-13,1756.12
2021,2016-07-14,1755.97
2022,2016-07-15,1755.74
2023,2016-07-16,1755.52
2024,2016-07-17,1755.3
2025,2016-07-18,1755.18
2026,2016-07-19,1755.04
2027,2016-07-20,1754.83
2028,2016-07-21,1754.64
2029,2016-07-22,1754.44
2030,2016-07-23,1754.26
2031,2016-07-24,1754.1
2032,2016-07-25,1753.88
2033,2016-07-26,1753.63
2034,2016-07-27,1753.43
2035,2016-07-28,1753.16
2036,2016-07-29,1752.9
2037,2016-07-30,1752.67
2038,2016-07-31,1752.38
2039,2016-08-01,1752.14
2040,2016-08-02,1751.86
2041,2016-08-03,1751.6
2042,2016-08-04,1751.32
2043,2016-08-05,1751.06
2044,2016-08-06,1750.76
2045,2016-08-07,1750.56
2046,2016-08-08,1750.33
2047,2016-08-09,1750.11
2048,2016-08-10,1749.86
2049,2016-08-11,1749.62
2050,2016-08-12,1749.31
2051,2016-08-13,1749.0
2052,2016-08-14,1748.68
2053,2016-08-15,1748.37
2054,2016-08-16,1748.08
2055,2016-08-17,1747.81
2056,2016-08-18,1747.5
2057,2016-08-19,1747.17
2058,2016-08-20,1746.86
2059,2016-08-21,1746.65
2060,2016-08-22,1746.31
2061,2016-08-23,1746.05
2062,2016-08-24,1745.67
2063,2016-08-25,1745.39
2064,2016-08-26,1745.08
2065,2016-08-27,1744.85
2066,2016-08-28,1744.53
2067,2016-08-29,1744.25
2068,2016-08-30,1743.91
2069,2016-08-31,1743.76
2070,2016-09-01,1743.44
2071,2016-09-02,1743.28
2072,2016-09-03,1743.03
2073,2016-09-04,1742.79
2074,2016-09-05,1742.58
2075,2016-09-06,1742.37
2076,2016-09-07,1742.16
2077,2016-09-08,1741.94
2078,2016-09-09,1741.7
2079,2016-09-10,1741.5
2080,2016-09-11,1741.17
2081,2016-09-12,1740.9
2082,2016-09-13,1740.62
2083,2016-09-14,1740.29
2084,2016-09-15,1740.0
2085,2016-09-16,1739.74
2086,2016-09-17,1740.01
2087,2016-09-18,1740.34
2088,2016-09-19,1740.29
2089,2016-09-20,1740.19
2090,2016-09-21,1739.96
2091,2016-09-22,1739.82
2092,2016-09-23,1739.56
2093,2016-09-24,1739.36
2094,2016-09-25,1739.19
2095,2016-09-26,1738.88
2096,2016-09-27,1738.64
2097,2016-09-28,1738.36
2098,2016-09-29,1738.13
2099,2016-09-30,1737.85
2100,2016-10-01,1737.6
2101,2016-10-02,1737.43
2102,2016-10-03,1737.16
2103,2016-10-04,1736.95
2104,2016-10-05,1736.81
2105,2016-10-06,1736.54
2106,2016-10-07,1736.61
2107,2016-10-08,1737.56
2108,2016-10-09,1739.06
2109,2016-10-10,1739.28
2110,2016-10-11,1739.24
2111,2016-10-12,1739.16
2112,2016-10-13,1739.76
2113,2016-10-14,1741.02
2114,2016-10-15,1741.9
2115,2016-10-16,1742.51
2116,2016-10-17,1743.66
2117,2016-10-18,1744.3
2118,2016-10-19,1744.56
2119,2016-10-20,1746.28
2120,2016-10-21,1746.79
2121,2016-10-22,1746.97
2122,2016-10-23,1746.97
2123,2016-10-24,1747.0
2124,2016-10-25,1747.0
2125,2016-10-26,1747.17
2126,2016-10-27,1747.58
2127,2016-10-28,1747.69
2128,2016-10-29,1747.69
2129,2016-10-30,1747.72
2130,2016-10-31,1748.66
2131,2016-11-01,1750.1
2132,2016-11-02,1750.82
2133,2016-11-03,1751.08
2134,2016-11-04,1751.28
2135,2016-11-05,1751.56
2136,2016-11-06,1752.02
2137,2016-11-07,1752.16
2138,2016-11-08,1752.2
2139,2016-11-09,1752.29
2140,2016-11-10,1752.37
2141,2016-11-11,1752.29
2142,2016-11-12,1752.42
2143,2016-11-13,1752.51
2144,2016-11-14,1753.41
2145,2016-11-15,1754.73
2146,2016-11-16,1755.23
2147,2016-11-17,1755.33
2148,2016-11-18,1755.28
2149,2016-11-19,1755.07
2150,2016-11-20,1755.06
2151,2016-11-21,1755.03
2152,2016-11-22,1755.02
2153,2016-11-23,1754.87
2154,2016-11-24,1755.04
2155,2016-11-25,1755.19
2156,2016-11-26,1755.19
2157,2016-11-27,1755.08
2158,2016-11-28,1755.31
2159,2016-11-29,1755.32
2160,2016-11-30,1755.68
2161,2016-12-01,1755.68
2162,2016-12-02,1755.79
2163,2016-12-03,1756.32
2164,2016-12-04,1756.71
2165,2016-12-05,1756.69
2166,2016-12-06,1756.53
2167,2016-12-07,1756.24
2168,2016-12-08,1756.02
2169,2016-12-09,1755.73
2170,2016-12-10,1755.45
2171,2016-12-11,1755.3
2172,2016-12-12,1755.04
2173,2016-12-13,1754.69
2174,2016-12-14,1754.46
2175,2016-12-15,1754.44
2176,2016-12-16,1754.3
2177,2016-12-17,1754.27
2178,2016-12-18,1754.09
2179,2016-12-19,1754.1
2180,2016-12-20,1754.57
2181,2016-12-21,1754.63
2182,2016-12-22,1754.73
2183,2016-12-23,1754.8
2184,2016-12-24,1754.79
2185,2016-12-25,1754.73
2186,2016-12-26,1754.66
2187,2016-12-27,1754.68
2188,2016-12-28,1754.63
2189,2016-12-29,1754.78
2190,2016-12-30,1754.89
2191,2016-12-31,1754.89
2192,2017-01-01,1754.87
2193,2017-01-02,1754.77
2194,2017-01-03,1754.73
2195,2017-01-04,1754.64
2196,2017-01-05,1754.54
2197,2017-01-06,1754.445
2198,2017-01-07,1754.35
2199,2017-01-08,1754.255
2200,2017-01-09,1754.16
2201,2017-01-10,1754.03
2202,2017-01-11,1754.0674999999999
2203,2017-01-12,1754.105
2204,2017-01-13,1754.1425
2205,2017-01-14,1754.1799999999998
2206,2017-01-15,1754.2175
2207,2017-01-16,1754.2549999999999
2208,2017-01-17,1754.2925
2209,2017-01-18,1754.33
2210,2017-01-19,1754.82
2211,2017-01-20,1755.07
2212,2017-01-21,1755.15
2213,2017-01-22,1755.165
2214,2017-01-23,1755.18
2215,2017-01-24,1755.1950000000002
2216,2017-01-25,1755.21
2217,2017-01-26,1755.18
2218,2017-01-27,1755.08
2219,2017-01-28,1754.94
2220,2017-01-29,1754.98
2221,2017-01-30,1754.95
2222,2017-01-31,1754.8825000000002
2223,2017-02-01,1754.815
2224,2017-02-02,1754.7475
2225,2017-02-03,1754.68
2226,2017-02-04,1755.02
2227,2017-02-05,1755.25
2228,2017-02-06,1755.2533333333333
2229,2017-02-07,1755.2566666666667
2230,2017-02-08,1755.26
2231,2017-02-09,1756.71
2232,2017-02-10,1757.54
2233,2017-02-11,1757.79
2234,2017-02-12,1757.88
2235,2017-02-13,1757.79
2236,2017-02-14,1757.6
2237,2017-02-15,1758.29
2238,2017-02-16,1759.61
2239,2017-02-17,1759.94
2240,2017-02-18,1760.01
2241,2017-02-19,1759.93
2242,2017-02-20,1759.84
2243,2017-02-21,1759.72
2244,2017-02-22,1759.54
2245,2017-02-23,1759.28
2246,2017-02-24,1758.97
2247,2017-02-25,1758.64
2248,2017-02-26,1758.32
2249,2017-02-27,1757.97
2250,2017-02-28,1757.58
2251,2017-03-01,1757.26
2252,2017-03-02,1756.91
2253,2017-03-03,1756.89
2254,2017-03-04,1756.87
2255,2017-03-05,1756.65
2256,2017-03-06,1756.45
2257,2017-03-07,1756.28
2258,2017-03-08,1756.11
2259,2017-03-09,1756.07
2260,2017-03-10,1757.34
2261,2017-03-11,1757.94
2262,2017-03-12,1758.43
2263,2017-03-13,1759.38
2264,2017-03-14,1760.82
2265,2017-03-15,1762.53
2266,2017-03-16,1762.78
2267,2017-03-17,1762.64
2268,2017-03-18,1763.16
2269,2017-03-19,1762.8
2270,2017-03-20,1762.49
2271,2017-03-21,1762.4
2272,2017-03-22,1762.34
2273,2017-03-23,1762.23
2274,2017-03-24,1762.3
2275,2017-03-25,1762.28
2276,2017-03-26,1762.24
2277,2017-03-27,1762.22
2278,2017-03-28,1762.66
2279,2017-03-29,1763.2
2280,2017-03-30,1763.12
2281,2017-03-31,1762.73
2282,2017-04-01,1762.55
2283,2017-04-02,1762.4
2284,2017-04-03,1762.19
2285,2017-04-04,1762.02
2286,2017-04-05,1761.93
2287,2017-04-06,1761.81
2288,2017-04-07,1761.5
2289,2017-04-08,1761.17
2290,2017-04-09,1760.64
2291,2017-04-10,1760.24
2292,2017-04-11,1759.91
2293,2017-04-12,1759.79
2294,2017-04-13,1759.77
2295,2017-04-14,1759.68
2296,2017-04-15,1759.51
2297,2017-04-16,1759.31
2298,2017-04-17,1759.14
2299,2017-04-18,1759.19
2300,2017-04-19,1759.17
2301,2017-04-20,1759.15
2302,2017-04-21,1759.03
2303,2017-04-22,1758.98
2304,2017-04-23,1759.08
2305,2017-04-24,1759.17
2306,2017-04-25,1759.16
2307,2017-04-26,1759.63
2308,2017-04-27,1760.06
2309,2017-04-28,1760.27
2310,2017-04-29,1760.52
2311,2017-04-30,1760.81
2312,2017-05-01,1760.96
2313,2017-05-02,1761.05
2314,2017-05-03,1761.51
2315,2017-05-04,1762.15
2316,2017-05-05,1762.94
2317,2017-05-06,1763.15
2318,2017-05-07,1763.07
2319,2017-05-08,1762.9
2320,2017-05-09,1762.67
2321,2017-05-10,1762.58
2322,2017-05-11,1762.7
2323,2017-05-12,1762.68
2324,2017-05-13,1762.61
2325,2017-05-14,1762.45
2326,2017-05-15,1762.37
2327,2017-05-16,1762.67
2328,2017-05-17,1762.7
2329,2017-05-18,1762.57
2330,2017-05-19,1762.51
2331,2017-05-20,1762.44
2332,2017-05-21,1762.42
2333,2017-05-22,1762.48
2334,2017-05-23,1762.58
2335,2017-05-24,1762.74
2336,2017-05-25,1762.74
2337,2017-05-26,1762.72
2338,2017-05-27,1762.79
2339,2017-05-28,1762.95
2340,2017-05-29,1763.13
2341,2017-05-30,1763.31
2342,2017-05-31,1763.34
2343,2017-06-01,1763.55
2344,2017-06-02,1763.6
2345,2017-06-03,1763.62
2346,2017-06-04,1763.58
2347,2017-06-05,1763.46
2348,2017-06-06,1763.42
2349,2017-06-07,1763.38
2350,2017-06-08,1763.61
2351,2017-06-09,1763.65
2352,2017-06-10,1763.56
2353,2017-06-11,1763.48
2354,2017-06-12,1763.32
2355,2017-06-13,1763.23
2356,2017-06-14,1763.09
2357,2017-06-15,1763.43
2358,2017-06-16,1764.05
2359,2017-06-17,1764.12
2360,2017-06-18,1764.14
2361,2017-06-19,1764.1
2362,2017-06-20,1764.1
2363,2017-06-21,1763.99
2364,2017-06-22,1763.85
2365,2017-06-23,1763.68
2366,2017-06-24,1763.52
2367,2017-06-25,1763.37
2368,2017-06-26,1763.2
2369,2017-06-27,1763.04
2370,2017-06-28,1762.87
2371,2017-06-29,1762.63
2372,2017-06-30,1762.46
2373,2017-07-01,1762.24
2374,2017-07-02,1762.07
2375,2017-07-03,1761.83
2376,2017-07-04,1761.6
2377,2017-07-05,1761.34
2378,2017-07-06,1761.08
2379,2017-07-07,1760.82
2380,2017-07-08,1760.55
2381,2017-07-09,1760.3
2382,2017-07-10,1760.03
2383,2017-07-11,1759.73
2384,2017-07-12,1759.43
2385,2017-07-13,1759.15
2386,2017-07-14,1758.84
2387,2017-07-15,1758.56
2388,2017-07-16,1758.21
2389,2017-07-17,1757.9
2390,2017-07-18,1757.55
2391,2017-07-19,1757.22
2392,2017-07-20,1756.85
2393,2017-07-21,1756.54
2394,2017-07-22,1756.24
2395,2017-07-23,1755.92
2396,2017-07-24,1755.56
2397,2017-07-25,1755.23
2398,2017-07-26,1754.88
2399,2017-07-27,1754.56
2400,2017-07-28,1754.24
2401,2017-07-29,1753.91
2402,2017-07-30,1753.59
2403,2017-07-31,1753.19
2404,2017-08-01,1752.84
2405,2017-08-02,1752.47
2406,2017-08-03,1752.1
2407,2017-08-04,1751.72
2408,2017-08-05,1751.35
2409,2017-08-06,1750.97
2410,2017-08-07,1750.64
2411,2017-08-08,1750.28
2412,2017-08-09,1749.93
2413,2017-08-10,1749.56
2414,2017-08-11,1749.21
2415,2017-08-12,1748.89
2416,2017-08-13,1748.56
2417,2017-08-14,1748.22
2418,2017-08-15,1747.89
2419,2017-08-16,1747.58
2420,2017-08-17,1747.19
2421,2017-08-18,1746.81
2422,2017-08-19,1746.46
2423,2017-08-20,1746.1
2424,2017-08-21,1745.82
2425,2017-08-22,1745.43
2426,2017-08-23,1745.09
2427,2017-08-24,1744.68
2428,2017-08-25,1744.33
2429,2017-08-26,1744.01
2430,2017-08-27,1743.6
2431,2017-08-28,1743.2
2432,2017-08-29,1742.88
2433,2017-08-30,1742.46
2434,2017-08-31,1742.1
2435,2017-09-01,1741.78
2436,2017-09-02,1741.42
2437,2017-09-03,1741.05
2438,2017-09-04,1740.53
2439,2017-09-05,1740.27
2440,2017-09-06,1739.91
2441,2017-09-07,1739.56
2442,2017-09-08,1739.21
2443,2017-09-09,1738.88
2444,2017-09-10,1738.48
2445,2017-09-11,1738.13
2446,2017-09-12,1737.83
2447,2017-09-13,1737.45
2448,2017-09-14,1737.05
2449,2017-09-15,1736.67
2450,2017-09-16,1736.36
2451,2017-09-17,1736.06
2452,2017-09-18,1735.72
2453,2017-09-19,1735.9
2454,2017-09-20,1735.86
2455,2017-09-21,1735.67
2456,2017-09-22,1735.5
2457,2017-09-23,1735.17
2458,2017-09-24,1734.87
2459,2017-09-25,1734.59
2460,2017-09-26,1734.35
2461,2017-09-27,1734.01
2462,2017-09-28,1733.74
2463,2017-09-29,1733.42
2464,2017-09-30,1733.47
2465,2017-10-01,1733.54
2466,2017-10-02,1733.37
2467,2017-10-03,1733.09
2468,2017-10-04,1732.82
2469,2017-10-05,1732.55
2470,2017-10-06,1732.17
2471,2017-10-07,1732.17
2472,2017-10-08,1732.07
2473,2017-10-09,1731.83
2474,2017-10-10,1731.86
2475,2017-10-11,1731.88
2476,2017-10-12,1731.84
2477,2017-10-13,1731.89
2478,2017-10-14,1731.65
2479,2017-10-15,1731.46
2480,2017-10-16,1731.19
2481,2017-10-17,1731.45
2482,2017-10-18,1731.95
2483,2017-10-19,1733.94
2484,2017-10-20,1735.21
2485,2017-10-21,1736.97
2486,2017-10-22,1738.57
2487,2017-10-23,1738.75
2488,2017-10-24,1738.78
2489,2017-10-25,1738.79
2490,2017-10-26,1738.7
2491,2017-10-27,1738.56
2492,2017-10-28,1738.54
2493,2017-10-29,1738.29
2494,2017-10-30,1738.17
2495,2017-10-31,1738.06
2496,2017-11-01,1738.09
2497,2017-11-02,1738.2
2498,2017-11-03,1738.27
2499,2017-11-04,1738.14
2500,2017-11-05,1738.17
2501,2017-11-06,1737.97
2502,2017-11-07,1737.78
2503,2017-11-08,1737.67
2504,2017-11-09,1737.68
2505,2017-11-10,1737.66
2506,2017-11-11,1737.62
2507,2017-11-12,1737.58
2508,2017-11-13,1737.91
2509,2017-11-14,1738.27
2510,2017-11-15,1738.73
2511,2017-11-16,1738.97
2512,2017-11-17,1739.32
2513,2017-11-18,1739.41
2514,2017-11-19,1739.51
2515,2017-11-20,1740.78
2516,2017-11-21,1742.42
2517,2017-11-22,1744.84
2518,2017-11-23,1747.73
2519,2017-11-24,1748.42
2520,2017-11-25,1748.77
2521,2017-11-26,1749.31
2522,2017-11-27,1749.59
2523,2017-11-28,1750.13
2524,2017-11-29,1750.43
2525,2017-11-30,1750.74
2526,2017-12-01,1750.99
2527,2017-12-02,1751.2
2528,2017-12-03,1751.29
2529,2017-12-04,1751.3
2530,2017-12-05,1751.26
2531,2017-12-06,1751.22
2532,2017-12-07,1751.2
2533,2017-12-08,1751.19
2534,2017-12-09,1751.18
2535,2017-12-10,1751.14
2536,2017-12-11,1751.13
2537,2017-12-12,1751.08
2538,2017-12-13,1750.97
2539,2017-12-14,1750.9
2540,2017-12-15,1750.9
2541,2017-12-16,1750.86
2542,2017-12-17,1751.54
2543,2017-12-18,1753.66
2544,2017-12-19,1754.87
2545,2017-12-20,1755.28
2546,2017-12-21,1755.48
2547,2017-12-22,1755.58
2548,2017-12-23,1755.5
2549,2017-12-24,1755.47
2550,2017-12-25,1755.52
2551,2017-12-26,1755.48
2552,2017-12-27,1755.38
2553,2017-12-28,1755.82
2554,2017-12-29,1757.63
2555,2017-12-30,1758.22
2556,2017-12-31,1758.21
2557,2018-01-01,1758.09
